Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
erstes,1,5.0,4.0,400.0
kapitel,12,16.0,4.0,33.33
hinunter,14,26.0,12.0,85.71
kaninchenbau,3,13.0,10.0,333.33
alice,388,394.0,6.0,1.55
fing,47,59.0,12.0,25.53
langweilen,1,13.0,12.0,1200.0
saß,14,16.0,2.0,14.29
schon,24,33.0,9.0,37.5
lange,19,22.0,3.0,15.79
schwester,10,19.0,9.0,90.0
ufer,5,13.0,8.0,160.0
thun,24,26.0,2.0,8.33
buch,3,17.0,14.0,466.67
las,3,12.0,9.0,300.0
gefiel,4,7.0,3.0,75.0
weder,4,13.0,9.0,225.0
bilder,3,12.0,9.0,300.0
gespräche,2,7.0,5.0,250.0
darin,12,26.0,14.0,116.67
nützen,3,8.0,5.0,166.67
bücher,1,12.0,11.0,1100.0
dachte,65,72.0,7.0,10.77
überlegte,5,17.0,12.0,240.0
eben,31,37.0,6.0,19.35
gut,31,42.0,11.0,35.48
ging,26,28.0,2.0,7.69
schläfrig,3,4.0,1.0,33.33
dumm,4,6.0,2.0,50.0
hitze,1,6.0,5.0,500.0
mühe,8,11.0,3.0,37.5
werth,5,7.0,2.0,40.0
sei,35,41.0,6.0,17.14
aufzustehen,1,8.0,7.0,700.0
gänseblümchen,1,14.0,13.0,1300.0
pflücken,1,6.0,5.0,500.0
kette,1,10.0,9.0,900.0
plötzlich,12,23.0,11.0,91.67
weißes,1,15.0,14.0,1400.0
kaninchen,44,53.0,9.0,20.45
rothen,3,9.0,6.0,200.0
augen,25,34.0,9.0,36.0
dicht,13,24.0,11.0,84.62
vorbeirannte,1,6.0,5.0,500.0
grade,1,10.0,9.0,900.0
merkwürdig,3,10.0,7.0,233.33
fand,22,50.0,28.0,127.27
außerordentlich,1,8.0,7.0,700.0
sagen,33,35.0,2.0,6.06
hörte,25,35.0,10.0,40.0
weh,9,23.0,14.0,155.56
spät,5,19.0,14.0,280.0
kommen,21,29.0,8.0,38.1
später,1,1.0,0.0,0.0
fiel,12,16.0,4.0,33.33
darüber,8,53.0,45.0,562.5
hätte,20,48.0,28.0,140.0
wundern,4,22.0,18.0,450.0
sollen,8,16.0,8.0,100.0
zeit,36,39.0,3.0,8.33
kam,39,59.0,20.0,51.28
ganz,82,88.0,6.0,7.32
natürlich,20,29.0,9.0,45.0
uhr,11,19.0,8.0,72.73
westentasche,2,13.0,11.0,550.0
zog,6,8.0,2.0,33.33
sah,47,60.0,13.0,27.66
eilig,9,13.0,4.0,44.44
fortlief,2,6.0,4.0,200.0
sprang,6,19.0,13.0,216.67
nie,25,37.0,12.0,48.0
vorgekommen,1,17.0,16.0,1600.0
sehen,43,46.0,3.0,6.98
neugierde,3,8.0,5.0,166.67
brennend,1,12.0,11.0,1100.0
rannte,9,18.0,9.0,100.0
grasplatz,1,7.0,6.0,600.0
rechten,9,20.0,11.0,122.22
großes,4,14.0,10.0,250.0
loch,2,9.0,7.0,350.0
hecke,2,7.0,5.0,250.0
schlüpfen,1,7.0,6.0,600.0
nächsten,15,19.0,4.0,26.67
augenblick,23,33.0,10.0,43.48
hineingesprungen,1,8.0,7.0,700.0
bedenken,1,15.0,14.0,1400.0
welt,6,12.0,6.0,100.0
herauskommen,1,5.0,4.0,400.0
eingang,3,6.0,3.0,100.0
lief,10,16.0,6.0,60.0
erst,21,25.0,4.0,19.05
geradeaus,1,10.0,9.0,900.0
tunnel,1,9.0,8.0,800.0
abwärts,2,10.0,8.0,400.0
ehe,13,21.0,8.0,61.54
gedanken,7,12.0,5.0,71.43
fassen,2,9.0,7.0,350.0
konnte,51,56.0,5.0,9.8
schnell,35,49.0,14.0,40.0
festzuhalten,1,10.0,9.0,900.0
fühlte,7,8.0,1.0,14.29
schien,20,25.0,5.0,25.0
tiefen,3,8.0,5.0,166.67
brunnen,6,21.0,15.0,250.0
entweder,3,8.0,5.0,166.67
mußte,10,20.0,10.0,100.0
tief,9,26.0,17.0,188.89
langsam,8,13.0,5.0,62.5
genug,24,46.0,22.0,91.67
beim,6,9.0,3.0,50.0
fallen,7,7.0,0.0,0.0
umzusehen,3,9.0,6.0,200.0
wohl,45,50.0,5.0,11.11
geschehen,6,12.0,6.0,100.0
zuerst,15,19.0,4.0,26.67
versuchte,12,19.0,7.0,58.33
wissen,21,26.0,5.0,23.81
wohin,5,23.0,18.0,360.0
käme,2,7.0,5.0,250.0
dunkel,2,9.0,7.0,350.0
erkennen,1,5.0,4.0,400.0
besah,1,10.0,9.0,900.0
wände,1,6.0,5.0,500.0
brunnens,1,4.0,3.0,300.0
bemerkte,14,14.0,0.0,0.0
küchenschränken,1,5.0,4.0,400.0
bücherbrettern,1,4.0,3.0,300.0
bedeckt,2,6.0,4.0,200.0
erblickte,3,17.0,14.0,466.67
landkarten,1,16.0,15.0,1500.0
haken,1,14.0,13.0,1300.0
aufgehängt,2,12.0,10.0,500.0
nahm,17,31.0,14.0,82.35
vorbeifallen,1,5.0,4.0,400.0
bretter,1,13.0,12.0,1200.0
töpfchen,1,13.0,12.0,1200.0
aufschrift,1,4.0,3.0,300.0
eingemachte,1,5.0,4.0,400.0
apfelsinen,1,9.0,8.0,800.0
großen,17,25.0,8.0,47.06
verdruß,3,9.0,6.0,200.0
leer,1,5.0,4.0,400.0
lassen,11,14.0,3.0,27.27
furcht,3,27.0,24.0,800.0
jemand,8,12.0,4.0,50.0
tödten,1,9.0,8.0,800.0
gelang,4,9.0,5.0,125.0
schrank,1,9.0,8.0,800.0
vorbeikam,1,7.0,6.0,600.0
schieben,2,8.0,6.0,300.0
fall,14,18.0,4.0,28.57
daraus,3,18.0,15.0,500.0
treppe,3,9.0,6.0,200.0
stolpere,1,12.0,11.0,1100.0
muthig,1,11.0,10.0,1000.0
haus,8,21.0,13.0,162.5
finden,9,22.0,13.0,144.44
redens,1,12.0,11.0,1100.0
dachspitze,1,13.0,12.0,1200.0
fiele,1,6.0,5.0,500.0
wahrscheinlich,6,7.0,1.0,16.67
endigen,1,8.0,7.0,700.0
viele,4,17.0,13.0,325.0
meilen,3,7.0,4.0,133.33
gefallen,9,11.0,2.0,22.22
sagte,361,374.0,13.0,3.6
laut,18,43.0,25.0,138.89
muß,27,29.0,2.0,7.41
ungefähr,14,24.0,10.0,71.43
mittelpunkt,1,6.0,5.0,500.0
erde,4,17.0,13.0,325.0
laß,13,16.0,3.0,23.08
wären,2,9.0,7.0,350.0
achthundert,1,15.0,14.0,1400.0
funfzig,1,11.0,10.0,1000.0
glaube,20,36.0,16.0,80.0
müßt,3,24.0,21.0,700.0
dergleichen,4,14.0,10.0,250.0
schule,7,20.0,13.0,185.71
gelernt,2,8.0,6.0,300.0
obgleich,9,12.0,3.0,33.33
gute,7,14.0,7.0,100.0
gelegenheit,8,15.0,7.0,87.5
kenntnisse,2,7.0,5.0,250.0
zeigen,5,23.0,18.0,360.0
niemand,11,15.0,4.0,36.36
zuhören,2,19.0,17.0,850.0
übte,1,5.0,4.0,400.0
dabei,23,39.0,16.0,69.57
ja,47,55.0,8.0,17.02
entfernung,6,15.0,9.0,150.0
länge,1,11.0,10.0,1000.0
breitegrade,1,19.0,18.0,1800.0
gekommen,8,15.0,7.0,87.5
mag,12,14.0,2.0,16.67
geringsten,4,8.0,4.0,100.0
begriff,3,7.0,4.0,133.33
längegrad,1,10.0,9.0,900.0
breitegrad,1,7.0,6.0,600.0
klangen,1,9.0,8.0,800.0
worte,15,25.0,10.0,66.67
großartig,1,11.0,10.0,1000.0
nett,4,10.0,6.0,150.0
bald,20,34.0,14.0,70.0
komisch,9,38.0,29.0,322.22
leuten,2,17.0,15.0,750.0
heraus,7,14.0,7.0,100.0
kopfe,7,19.0,12.0,171.43
gehen,23,38.0,15.0,65.22
antipathien,1,27.0,26.0,2600.0
diesmal,10,19.0,9.0,90.0
lieb,3,9.0,6.0,200.0
zuhörte,4,30.0,26.0,650.0
wort,10,17.0,7.0,70.0
klang,4,10.0,6.0,150.0
gar,37,45.0,8.0,21.62
recht,22,31.0,9.0,40.91
fragen,9,10.0,1.0,11.11
müssen,12,16.0,4.0,33.33
land,4,14.0,10.0,250.0
heißt,4,9.0,5.0,125.0
bitte,15,18.0,3.0,20.0
liebe,14,27.0,13.0,92.86
dame,2,10.0,8.0,400.0
neu,1,8.0,7.0,700.0
seeland,1,10.0,9.0,900.0
australien,1,15.0,14.0,1400.0
knixen,2,12.0,10.0,500.0
denkt,2,9.0,7.0,350.0
luft,10,24.0,14.0,140.0
fällt,2,14.0,12.0,600.0
könntet,2,12.0,10.0,500.0
fertig,9,12.0,3.0,33.33
kriegen,1,13.0,12.0,1200.0
unwissendes,1,6.0,5.0,500.0
kleines,12,24.0,12.0,100.0
mädchen,7,15.0,8.0,114.29
halten,4,24.0,20.0,500.0
frage,20,25.0,5.0,25.0
nein,30,36.0,6.0,20.0
geht,15,21.0,6.0,40.0
vielleicht,18,22.0,4.0,22.22
sehe,6,12.0,6.0,100.0
irgendwo,3,22.0,19.0,633.33
angeschrieben,1,7.0,6.0,600.0
sprechen,9,20.0,11.0,122.22
dinah,15,25.0,10.0,66.67
gewiß,11,19.0,8.0,72.73
heut,4,19.0,15.0,375.0
abend,1,8.0,7.0,700.0
suchen,7,11.0,4.0,57.14
katze,31,40.0,9.0,29.03
hoffe,3,11.0,8.0,266.67
napf,1,18.0,17.0,1700.0
milch,1,16.0,15.0,1500.0
theestunde,2,12.0,10.0,500.0
vergessen,10,14.0,4.0,40.0
mies,2,9.0,7.0,350.0
wärest,4,12.0,8.0,200.0
unten,9,21.0,12.0,133.33
bange,2,3.0,1.0,50.0
giebt,3,14.0,11.0,366.67
mäuse,1,7.0,6.0,600.0
könntest,6,16.0,10.0,166.67
spatzen,6,14.0,8.0,133.33
fangen,3,11.0,8.0,266.67
geben,8,14.0,6.0,75.0
glaubst,2,9.0,7.0,350.0
katzen,13,17.0,4.0,30.77
fressen,5,17.0,12.0,240.0
wurde,24,31.0,7.0,29.17
redete,4,27.0,23.0,575.0
halb,20,26.0,6.0,30.0
traum,6,16.0,10.0,166.67
fort,58,62.0,4.0,6.9
gern,31,32.0,1.0,3.23
antworten,5,11.0,6.0,120.0
brauchte,3,7.0,4.0,133.33
darauf,32,34.0,2.0,6.25
stellte,7,18.0,11.0,157.14
einschlief,1,3.0,2.0,200.0
angefangen,6,18.0,12.0,200.0
träumen,2,4.0,2.0,100.0
gehe,3,16.0,13.0,433.33
hand,23,25.0,2.0,8.7
spazieren,2,4.0,2.0,100.0
