Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
chapter,12,13.0,1.0,8.33
rabbit,51,51.0,0.0,0.0
hole,5,9.0,4.0,80.0
alice,397,398.0,1.0,0.25
beginning,14,16.0,2.0,14.29
get,46,49.0,3.0,6.52
tired,7,14.0,7.0,100.0
sitting,10,12.0,2.0,20.0
sister,9,9.0,0.0,0.0
bank,3,5.0,2.0,66.67
nothing,34,35.0,1.0,2.94
twice,5,5.0,0.0,0.0
peeped,3,4.0,1.0,33.33
book,11,11.0,0.0,0.0
reading,3,5.0,2.0,66.67
pictures,4,4.0,0.0,0.0
conversations,2,3.0,1.0,50.0
use,18,18.0,0.0,0.0
thought,74,75.0,1.0,1.35
without,26,28.0,2.0,7.69
considering,3,4.0,1.0,33.33
mind,11,15.0,4.0,36.36
well,63,63.0,0.0,0.0
hot,7,7.0,0.0,0.0
day,29,29.0,0.0,0.0
made,30,33.0,3.0,10.0
feel,8,10.0,2.0,25.0
sleepy,5,7.0,2.0,40.0
stupid,6,6.0,0.0,0.0
whether,11,13.0,2.0,18.18
pleasure,2,4.0,2.0,100.0
making,8,10.0,2.0,25.0
daisy,1,4.0,3.0,300.0
chain,1,6.0,5.0,500.0
worth,4,6.0,2.0,50.0
trouble,6,6.0,0.0,0.0
getting,22,22.0,0.0,0.0
picking,2,3.0,1.0,50.0
daisies,1,1.0,0.0,0.0
suddenly,13,16.0,3.0,23.08
white,30,31.0,1.0,3.33
pink,1,2.0,1.0,100.0
eyes,29,29.0,0.0,0.0
ran,16,20.0,4.0,25.0
close,13,18.0,5.0,38.46
remarkable,2,2.0,0.0,0.0
think,53,53.0,0.0,0.0
much,51,58.0,7.0,13.73
way,56,57.0,1.0,1.79
hear,14,14.0,0.0,0.0
say,51,52.0,1.0,1.96
oh,45,45.0,0.0,0.0
dear,29,30.0,1.0,3.45
shall,25,27.0,2.0,8.0
late,6,8.0,2.0,33.33
afterwards,2,5.0,3.0,150.0
occurred,2,2.0,0.0,0.0
wondered,1,1.0,0.0,0.0
time,71,71.0,0.0,0.0
seemed,27,27.0,0.0,0.0
quite,55,55.0,0.0,0.0
natural,4,5.0,1.0,25.0
actually,1,2.0,1.0,100.0
took,24,24.0,0.0,0.0
watch,8,11.0,3.0,37.5
waistcoat,2,5.0,3.0,150.0
pocket,7,8.0,1.0,14.29
looked,45,49.0,4.0,8.89
hurried,11,12.0,1.0,9.09
started,2,2.0,0.0,0.0
feet,19,26.0,7.0,36.84
flashed,1,3.0,2.0,200.0
across,5,5.0,0.0,0.0
never,48,52.0,4.0,8.33
seen,15,17.0,2.0,13.33
either,10,12.0,2.0,20.0
take,22,23.0,1.0,4.55
burning,1,1.0,0.0,0.0
curiosity,5,9.0,4.0,80.0
field,1,1.0,0.0,0.0
fortunately,1,2.0,1.0,100.0
just,52,52.0,0.0,0.0
see,67,67.0,0.0,0.0
pop,1,1.0,0.0,0.0
large,33,36.0,3.0,9.09
hedge,2,2.0,0.0,0.0
another,22,22.0,0.0,0.0
moment,31,33.0,2.0,6.45
went,83,84.0,1.0,1.2
world,7,10.0,3.0,42.86
straight,2,3.0,1.0,50.0
like,85,86.0,1.0,1.18
tunnel,1,3.0,2.0,200.0
dipped,2,2.0,0.0,0.0
stopping,1,5.0,4.0,400.0
found,32,34.0,2.0,6.25
falling,2,4.0,2.0,100.0
deep,7,8.0,1.0,14.29
fell,6,7.0,1.0,16.67
slowly,8,12.0,4.0,50.0
plenty,2,3.0,1.0,50.0
look,29,33.0,4.0,13.79
wonder,18,18.0,0.0,0.0
going,27,27.0,0.0,0.0
happen,8,8.0,0.0,0.0
next,30,38.0,8.0,26.67
first,51,51.0,0.0,0.0
tried,19,21.0,2.0,10.53
make,27,29.0,2.0,7.41
coming,9,10.0,1.0,11.11
dark,3,6.0,3.0,100.0
anything,20,20.0,0.0,0.0
sides,4,6.0,2.0,50.0
noticed,8,8.0,0.0,0.0
