Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
erstes,1,6.0,5.0,500.0
kapitel,12,13.0,1.0,8.33
hinunter,14,18.0,4.0,28.57
kaninchenbau,3,4.0,1.0,33.33
alice,388,393.0,5.0,1.29
fing,47,50.0,3.0,6.38
langweilen,1,8.0,7.0,700.0
saß,14,19.0,5.0,35.71
schon,24,27.0,3.0,12.5
lange,19,21.0,2.0,10.53
schwester,10,12.0,2.0,20.0
ufer,5,6.0,1.0,20.0
thun,24,28.0,4.0,16.67
buch,3,4.0,1.0,33.33
las,3,8.0,5.0,166.67
gefiel,4,8.0,4.0,100.0
weder,4,5.0,1.0,25.0
bilder,3,5.0,2.0,66.67
gespräche,2,3.0,1.0,50.0
darin,12,14.0,2.0,16.67
nützen,3,4.0,1.0,33.33
bücher,1,3.0,2.0,200.0
dachte,65,67.0,2.0,3.08
überlegte,5,7.0,2.0,40.0
eben,31,37.0,6.0,19.35
gut,31,35.0,4.0,12.9
ging,26,29.0,3.0,11.54
schläfrig,3,10.0,7.0,233.33
dumm,4,5.0,1.0,25.0
hitze,1,2.0,1.0,100.0
mühe,8,9.0,1.0,12.5
werth,5,6.0,1.0,20.0
sei,35,39.0,4.0,11.43
aufzustehen,1,5.0,4.0,400.0
gänseblümchen,1,4.0,3.0,300.0
pflücken,1,2.0,1.0,100.0
kette,1,1.0,0.0,0.0
plötzlich,12,16.0,4.0,33.33
weißes,1,5.0,4.0,400.0
kaninchen,44,45.0,1.0,2.27
rothen,3,3.0,0.0,0.0
augen,25,28.0,3.0,12.0
dicht,13,15.0,2.0,15.38
vorbeirannte,1,1.0,0.0,0.0
grade,1,4.0,3.0,300.0
merkwürdig,3,3.0,0.0,0.0
fand,22,23.0,1.0,4.55
außerordentlich,1,5.0,4.0,400.0
sagen,33,37.0,4.0,12.12
hörte,25,26.0,1.0,4.0
weh,9,14.0,5.0,55.56
spät,5,6.0,1.0,20.0
kommen,21,22.0,1.0,4.76
später,1,3.0,2.0,200.0
fiel,12,16.0,4.0,33.33
darüber,8,10.0,2.0,25.0
hätte,20,24.0,4.0,20.0
wundern,4,13.0,9.0,225.0
sollen,8,9.0,1.0,12.5
zeit,36,37.0,1.0,2.78
kam,39,41.0,2.0,5.13
ganz,82,83.0,1.0,1.22
natürlich,20,25.0,5.0,25.0
uhr,11,18.0,7.0,63.64
westentasche,2,2.0,0.0,0.0
zog,6,7.0,1.0,16.67
sah,47,48.0,1.0,2.13
eilig,9,11.0,2.0,22.22
fortlief,2,7.0,5.0,250.0
sprang,6,11.0,5.0,83.33
nie,25,27.0,2.0,8.0
vorgekommen,1,2.0,1.0,100.0
sehen,43,44.0,1.0,2.33
neugierde,3,3.0,0.0,0.0
brennend,1,5.0,4.0,400.0
rannte,9,9.0,0.0,0.0
grasplatz,1,1.0,0.0,0.0
rechten,9,11.0,2.0,22.22
großes,4,6.0,2.0,50.0
loch,2,5.0,3.0,150.0
hecke,2,2.0,0.0,0.0
schlüpfen,1,5.0,4.0,400.0
nächsten,15,17.0,2.0,13.33
augenblick,23,27.0,4.0,17.39
hineingesprungen,1,3.0,2.0,200.0
bedenken,1,4.0,3.0,300.0
welt,6,6.0,0.0,0.0
herauskommen,1,3.0,2.0,200.0
eingang,3,5.0,2.0,66.67
lief,10,14.0,4.0,40.0
erst,21,21.0,0.0,0.0
geradeaus,1,3.0,2.0,200.0
tunnel,1,4.0,3.0,300.0
abwärts,2,5.0,3.0,150.0
ehe,13,16.0,3.0,23.08
gedanken,7,14.0,7.0,100.0
fassen,2,5.0,3.0,150.0
konnte,51,51.0,0.0,0.0
schnell,35,35.0,0.0,0.0
festzuhalten,1,5.0,4.0,400.0
fühlte,7,13.0,6.0,85.71
schien,20,21.0,1.0,5.0
tiefen,3,3.0,0.0,0.0
brunnen,6,8.0,2.0,33.33
entweder,3,5.0,2.0,66.67
mußte,10,12.0,2.0,20.0
tief,9,11.0,2.0,22.22
langsam,8,10.0,2.0,25.0
genug,24,28.0,4.0,16.67
beim,6,10.0,4.0,66.67
fallen,7,9.0,2.0,28.57
umzusehen,3,8.0,5.0,166.67
wohl,45,48.0,3.0,6.67
geschehen,6,10.0,4.0,66.67
zuerst,15,19.0,4.0,26.67
versuchte,12,27.0,15.0,125.0
wissen,21,23.0,2.0,9.52
wohin,5,8.0,3.0,60.0
käme,2,5.0,3.0,150.0
dunkel,2,4.0,2.0,100.0
erkennen,1,1.0,0.0,0.0
besah,1,1.0,0.0,0.0
wände,1,4.0,3.0,300.0
brunnens,1,4.0,3.0,300.0
bemerkte,14,16.0,2.0,14.29
küchenschränken,1,3.0,2.0,200.0
bücherbrettern,1,1.0,0.0,0.0
bedeckt,2,4.0,2.0,100.0
erblickte,3,5.0,2.0,66.67
landkarten,1,4.0,3.0,300.0
haken,1,3.0,2.0,200.0
aufgehängt,2,6.0,4.0,200.0
nahm,17,18.0,1.0,5.88
vorbeifallen,1,6.0,5.0,500.0
bretter,1,3.0,2.0,200.0
töpfchen,1,2.0,1.0,100.0
aufschrift,1,2.0,1.0,100.0
eingemachte,1,2.0,1.0,100.0
apfelsinen,1,4.0,3.0,300.0
großen,17,21.0,4.0,23.53
verdruß,3,5.0,2.0,66.67
leer,1,2.0,1.0,100.0
lassen,11,11.0,0.0,0.0
furcht,3,3.0,0.0,0.0
jemand,8,8.0,0.0,0.0
tödten,1,3.0,2.0,200.0
gelang,4,4.0,0.0,0.0
schrank,1,4.0,3.0,300.0
vorbeikam,1,6.0,5.0,500.0
schieben,2,4.0,2.0,100.0
