Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
chapitre,12,13.0,1.0,8.33
premier,8,16.0,8.0,100.0
fond,8,9.0,1.0,12.5
terrier,4,10.0,6.0,150.0
alice,395,398.0,3.0,0.76
assise,6,12.0,6.0,100.0
auprès,8,13.0,5.0,62.5
sœur,10,12.0,2.0,20.0
gazon,3,5.0,2.0,66.67
commençait,7,9.0,2.0,28.57
ennuyer,1,7.0,6.0,600.0
rester,7,8.0,1.0,14.29
rien,54,55.0,1.0,1.85
jeté,1,2.0,1.0,100.0
yeux,41,49.0,8.0,19.51
livre,6,8.0,2.0,33.33
lisait,2,8.0,6.0,300.0
quoi,25,26.0,1.0,4.0
images,3,5.0,2.0,66.67
dialogues,2,4.0,2.0,100.0
belle,9,11.0,2.0,22.22
avance,2,6.0,4.0,200.0
pensait,10,13.0,3.0,30.0
causeries,1,4.0,3.0,300.0
mise,2,7.0,5.0,250.0
réfléchir,4,9.0,5.0,125.0
tant,14,17.0,3.0,21.43
bien,219,221.0,2.0,0.91
mal,14,21.0,7.0,50.0
chaleur,1,5.0,4.0,400.0
jour,15,17.0,2.0,13.33
endormait,1,2.0,1.0,100.0
rendait,1,7.0,6.0,600.0
lourde,1,3.0,2.0,200.0
demandant,3,5.0,2.0,66.67
plaisir,6,7.0,1.0,16.67
couronne,4,8.0,4.0,100.0
marguerites,1,3.0,2.0,200.0
valait,1,6.0,5.0,500.0
peine,20,24.0,4.0,20.0
lever,4,9.0,5.0,125.0
cueillir,1,2.0,1.0,100.0
fleurs,6,10.0,4.0,66.67
coup,19,19.0,0.0,0.0
lapin,51,53.0,2.0,3.92
blanc,23,24.0,1.0,4.35
roses,4,5.0,1.0,25.0
passa,7,9.0,2.0,28.57
près,33,34.0,1.0,3.03
étonnant,1,2.0,1.0,100.0
trouva,27,32.0,5.0,18.52
extraordinaire,4,8.0,4.0,100.0
entendre,14,18.0,4.0,28.57
parler,23,24.0,1.0,4.35
disait,13,19.0,6.0,46.15
ah,15,19.0,4.0,26.67
arriverai,2,8.0,6.0,300.0
tard,7,11.0,4.0,57.14
songeant,1,5.0,4.0,400.0
après,29,33.0,4.0,13.79
sembla,2,5.0,3.0,150.0
dû,3,8.0,5.0,166.67
étonner,2,6.0,4.0,200.0
moment,18,18.0,0.0,0.0
paru,2,6.0,4.0,200.0
naturel,3,7.0,4.0,133.33
cependant,14,17.0,3.0,21.43
vint,5,7.0,2.0,40.0
tirer,5,6.0,1.0,20.0
montre,6,17.0,11.0,183.33
gousset,2,2.0,0.0,0.0
regarda,15,20.0,5.0,33.33
puis,51,57.0,6.0,11.76
prit,19,19.0,0.0,0.0
courir,9,11.0,2.0,22.22
plus,98,98.0,0.0,0.0
sauta,2,4.0,2.0,100.0
pieds,26,31.0,5.0,19.23
frappée,2,4.0,2.0,100.0
idée,17,23.0,6.0,35.29
jamais,45,49.0,4.0,8.89
entraînée,1,1.0,0.0,0.0
curiosité,5,8.0,3.0,60.0
élança,1,4.0,3.0,300.0
traces,1,3.0,2.0,200.0
travers,8,9.0,1.0,12.5
champ,2,5.0,3.0,150.0
arriva,5,11.0,6.0,120.0
temps,50,53.0,3.0,6.0
voir,33,37.0,4.0,12.12
disparaître,4,6.0,2.0,50.0
large,5,8.0,3.0,60.0
trou,5,8.0,3.0,60.0
pied,11,17.0,6.0,54.55
haie,2,2.0,0.0,0.0
instant,19,19.0,0.0,0.0
poursuite,3,6.0,3.0,100.0
songer,2,7.0,5.0,250.0
sortirait,2,9.0,7.0,350.0
pendant,18,21.0,3.0,16.67
bout,19,24.0,5.0,26.32
chemin,11,12.0,1.0,9.09
allait,19,22.0,3.0,15.79
droit,8,10.0,2.0,25.0
tunnel,1,2.0,1.0,100.0
plongeait,1,2.0,1.0,100.0
perpendiculairement,1,3.0,2.0,200.0
façon,7,12.0,5.0,71.43
brusque,3,4.0,1.0,33.33
sentit,5,5.0,0.0,0.0
tomber,6,9.0,3.0,50.0
puits,9,11.0,2.0,22.22
grande,28,31.0,3.0,10.71
profondeur,2,2.0,0.0,0.0
pensé,1,4.0,3.0,300.0
retenir,3,6.0,3.0,100.0
choses,19,20.0,1.0,5.26
vraiment,14,16.0,2.0,14.29
profond,6,6.0,0.0,0.0
tombait,1,4.0,3.0,300.0
doucement,7,19.0,12.0,171.43
loisir,1,9.0,8.0,800.0
chute,4,6.0,2.0,50.0
regarder,15,16.0,1.0,6.67
autour,22,22.0,0.0,0.0
demander,10,14.0,4.0,40.0
étonnement,5,20.0,15.0,300.0
devenir,3,3.0,0.0,0.0
abord,27,28.0,1.0,3.7
savoir,26,27.0,1.0,3.85
faisait,13,15.0,2.0,15.38
sombre,2,8.0,6.0,300.0
ensuite,7,10.0,3.0,42.86
porta,2,3.0,1.0,50.0
parois,1,5.0,4.0,400.0
aperçut,14,21.0,7.0,50.0
garnies,2,2.0,0.0,0.0
armoires,2,5.0,3.0,150.0
étagères,1,5.0,4.0,400.0
çà,4,9.0,5.0,125.0
vit,10,12.0,2.0,20.0
pendues,2,8.0,6.0,300.0
clous,1,6.0,5.0,500.0
cartes,5,5.0,0.0,0.0
géographiques,1,7.0,6.0,600.0
passant,7,8.0,1.0,14.29
rayon,1,3.0,2.0,200.0
pot,3,12.0,9.0,300.0
confiture,1,4.0,3.0,300.0
portant,4,4.0,0.0,0.0
étiquette,2,4.0,2.0,100.0
marmelade,1,1.0,0.0,0.0
oranges,1,5.0,4.0,400.0
grand,31,32.0,1.0,3.23
regret,1,4.0,3.0,300.0
vide,1,1.0,0.0,0.0
osait,2,3.0,1.0,50.0
laisser,3,4.0,1.0,33.33
crainte,1,9.0,8.0,800.0
tuer,1,8.0,7.0,700.0
quelqu,6,22.0,16.0,266.67
arrangea,1,4.0,3.0,300.0
manière,12,12.0,0.0,0.0
déposer,1,3.0,2.0,200.0
certes,5,6.0,1.0,20.0
dit,416,418.0,2.0,0.48
pareille,4,8.0,4.0,100.0
moquerai,1,4.0,3.0,300.0
dégringoler,1,5.0,4.0,400.0
escalier,3,4.0,1.0,33.33
trouver,15,18.0,3.0,20.0
brave,1,4.0,3.0,300.0
chez,8,14.0,6.0,75.0
tomberais,1,3.0,2.0,200.0
toits,1,2.0,1.0,100.0
ferais,1,6.0,5.0,500.0
plainte,1,5.0,4.0,400.0
probable,3,11.0,8.0,266.67
tombe,6,8.0,2.0,33.33
finira,1,5.0,4.0,400.0
curieuse,5,6.0,1.0,20.0
combien,7,10.0,3.0,42.86
milles,3,5.0,2.0,66.67
déjà,9,15.0,6.0,66.67
faits,2,7.0,5.0,250.0
centre,1,4.0,3.0,300.0
terre,16,20.0,4.0,25.0
voyons,6,9.0,3.0,50.0
quatre,10,13.0,3.0,30.0
mille,6,8.0,2.0,33.33
semble,7,10.0,3.0,42.86
voyez,7,9.0,2.0,28.57
appris,3,6.0,3.0,100.0
leçons,11,27.0,16.0,145.45
bonne,16,17.0,1.0,6.25
occasion,6,15.0,9.0,150.0
parade,1,6.0,5.0,500.0
point,10,21.0,11.0,110.0
auditeur,1,3.0,2.0,200.0
exercice,1,6.0,5.0,500.0
répéter,8,10.0,2.0,25.0
leçon,2,4.0,2.0,100.0
oui,15,17.0,2.0,13.33
degré,1,4.0,3.0,300.0
latitude,2,3.0,1.0,50.0
longitude,2,5.0,3.0,150.0
trouve,3,6.0,3.0,100.0
moindre,10,16.0,6.0,60.0
voulait,5,11.0,6.0,120.0
dire,60,61.0,1.0,1.67
grands,8,10.0,2.0,25.0
mots,23,23.0,0.0,0.0
paraissaient,1,2.0,1.0,100.0
beaux,1,8.0,7.0,700.0
sonores,1,3.0,2.0,200.0
bientôt,27,28.0,1.0,3.7
reprit,9,12.0,3.0,33.33
allais,5,12.0,7.0,140.0
traverser,2,3.0,1.0,50.0
complétement,5,8.0,3.0,60.0
drôle,14,15.0,1.0,7.14
milieu,10,12.0,2.0,20.0
gens,15,19.0,4.0,26.67
marchent,1,5.0,4.0,400.0
tête,71,74.0,3.0,4.23
bas,18,22.0,4.0,22.22
antipathies,1,5.0,4.0,400.0
crois,20,33.0,13.0,65.0
fâchée,3,15.0,12.0,400.0
effet,15,19.0,4.0,26.67
eh,20,26.0,6.0,30.0
pays,3,4.0,1.0,33.33
pardon,7,10.0,3.0,42.86
madame,3,3.0,0.0,0.0
nouvelle,3,7.0,4.0,133.33
zemble,1,4.0,3.0,300.0
australie,1,4.0,3.0,300.0
essaya,6,14.0,8.0,133.33
révérence,3,4.0,1.0,33.33
air,48,50.0,2.0,4.17
dites,11,12.0,1.0,9.09
prendriez,2,2.0,0.0,0.0
petite,50,60.0,10.0,20.0
ignorante,1,5.0,4.0,400.0
pensera,1,3.0,2.0,200.0
dame,1,9.0,8.0,800.0
ferai,5,7.0,2.0,40.0
question,16,20.0,4.0,25.0
non,39,40.0,1.0,2.56
faut,26,27.0,1.0,3.85
verrai,1,4.0,3.0,300.0
écrit,5,20.0,15.0,300.0
quelque,36,40.0,4.0,11.11
part,9,11.0,2.0,22.22
faute,3,7.0,4.0,133.33
mieux,20,22.0,2.0,10.0
remit,8,14.0,6.0,75.0
dinah,16,23.0,7.0,43.75
remarquera,1,3.0,2.0,200.0
absence,3,5.0,2.0,66.67
soir,2,2.0,0.0,0.0
sûr,8,10.0,2.0,25.0
chat,32,33.0,1.0,3.12
pourvu,3,10.0,7.0,233.33
oublie,2,7.0,5.0,250.0
donner,3,5.0,2.0,66.67
jatte,1,2.0,1.0,100.0
lait,2,6.0,4.0,200.0
heure,14,16.0,2.0,14.29
thé,17,20.0,3.0,17.65
minette,1,2.0,1.0,100.0
souris,54,55.0,1.0,1.85
airs,2,5.0,3.0,150.0
peur,12,15.0,3.0,25.0
pourrais,6,12.0,6.0,100.0
attraper,3,9.0,6.0,200.0
chauve,1,2.0,1.0,100.0
ressemble,3,6.0,3.0,100.0
beaucoup,16,18.0,2.0,12.5
sais,15,18.0,3.0,20.0
chats,11,14.0,3.0,27.27
mangent,5,8.0,3.0,60.0
chauves,5,9.0,4.0,80.0
sommeil,1,2.0,1.0,100.0
commença,17,23.0,6.0,35.29
gagner,2,8.0,6.0,300.0
répétait,1,1.0,0.0,0.0
moitié,13,13.0,0.0,0.0
endormie,3,10.0,7.0,233.33
quelquefois,2,5.0,3.0,150.0
comprenez,15,16.0,1.0,6.67
puisqu,2,3.0,1.0,50.0
pouvait,25,28.0,3.0,12.0
répondre,4,4.0,0.0,0.0
questions,4,12.0,8.0,200.0
importait,1,2.0,1.0,100.0
poser,1,4.0,3.0,300.0
assoupissait,1,3.0,2.0,200.0
rêver,2,12.0,10.0,500.0
promenait,1,2.0,1.0,100.0
tenant,5,8.0,3.0,60.0
main,20,25.0,5.0,25.0
disant,10,16.0,6.0,60.0
sérieusement,2,3.0,1.0,50.0
dis,7,10.0,3.0,42.86
vérité,2,6.0,4.0,200.0
mangé,3,8.0,5.0,166.67
pouf,1,4.0,3.0,300.0
voilà,28,30.0,2.0,7.14
étendue,4,9.0,5.0,125.0
tas,1,6.0,5.0,500.0
fagots,1,5.0,4.0,400.0
feuilles,5,10.0,5.0,100.0
sèches,1,5.0,4.0,400.0
fini,9,13.0,4.0,44.44
vite,21,23.0,2.0,9.52
remet,1,9.0,8.0,800.0
regarde,3,4.0,1.0,33.33
noir,1,2.0,1.0,100.0
devant,6,11.0,5.0,83.33
long,16,20.0,4.0,25.0
passage,6,6.0,0.0,0.0
court,2,7.0,5.0,250.0
toutes,20,23.0,3.0,15.0
jambes,3,6.0,3.0,100.0
perdre,5,5.0,0.0,0.0
vent,3,6.0,3.0,100.0
arrive,7,13.0,6.0,85.71
tourne,1,5.0,4.0,400.0
coin,4,6.0,2.0,50.0
moustache,1,2.0,1.0,100.0
oreilles,3,8.0,5.0,166.67
