Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
capitolo,12,18.0,6.0,50.0
conigliera,4,7.0,3.0,75.0
alice,400,403.0,3.0,0.75
cominciava,5,7.0,2.0,40.0
sentirsi,2,7.0,5.0,250.0
mortalmente,2,5.0,3.0,150.0
stanca,4,8.0,4.0,100.0
sedere,2,6.0,4.0,200.0
poggio,2,7.0,5.0,250.0
accanto,1,5.0,4.0,400.0
sorella,7,11.0,4.0,57.14
far,18,23.0,5.0,27.78
nulla,19,25.0,6.0,31.58
due,39,43.0,4.0,10.26
volte,11,15.0,4.0,36.36
gittato,1,9.0,8.0,800.0
sguardo,2,4.0,2.0,100.0
libro,6,16.0,10.0,166.67
leggeva,3,6.0,3.0,100.0
imagini,2,12.0,10.0,500.0
nè,9,14.0,5.0,55.56
dialoghi,2,9.0,7.0,350.0
serve,2,14.0,12.0,600.0
pensò,53,55.0,2.0,3.77
andava,11,16.0,5.0,45.45
fantasticando,1,6.0,5.0,500.0
cervello,4,6.0,2.0,50.0
meglio,21,29.0,8.0,38.1
poteva,14,17.0,3.0,21.43
perchè,91,95.0,4.0,4.4
stellone,1,7.0,6.0,600.0
avea,46,50.0,4.0,8.7
resa,2,7.0,5.0,250.0
sonnacchiosa,2,10.0,8.0,400.0
grullina,1,13.0,12.0,1200.0
piacere,4,14.0,10.0,250.0
ghirlanda,1,9.0,8.0,800.0
margherite,1,13.0,12.0,1200.0
valesse,1,2.0,1.0,100.0
noja,2,6.0,4.0,200.0
levarsi,2,3.0,1.0,50.0
cogliere,1,6.0,5.0,500.0
fiori,5,6.0,1.0,20.0
quand,2,9.0,7.0,350.0
coniglio,49,50.0,1.0,2.04
bianco,20,22.0,2.0,10.0
occhi,31,33.0,2.0,6.45
rubino,1,2.0,1.0,100.0
passò,5,10.0,5.0,100.0
vicino,16,20.0,4.0,25.0
davvero,30,38.0,8.0,26.67
troppo,18,24.0,6.0,33.33
meravigliarsi,1,6.0,5.0,500.0
ciò,80,81.0,1.0,1.25
cosa,69,74.0,5.0,7.25
stravagante,1,4.0,3.0,300.0
sentire,8,14.0,6.0,75.0
parlare,19,22.0,3.0,15.79
diceva,14,18.0,4.0,28.57
sè,50,57.0,7.0,14.0
oimè,9,14.0,5.0,55.56
oimèi,1,4.0,3.0,300.0
fatto,17,27.0,10.0,58.82
tardi,7,14.0,7.0,100.0
quando,73,76.0,3.0,4.11
rammentò,6,13.0,7.0,116.67
seguito,3,9.0,6.0,200.0
accorse,9,10.0,1.0,11.11
dovuto,3,9.0,6.0,200.0
meravigliarsene,1,4.0,3.0,300.0
sembrò,3,8.0,5.0,166.67
assai,17,18.0,1.0,5.88
naturale,9,9.0,0.0,0.0
