Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
erstes,1,4.0,3.0,300.0
kapitel,12,12.0,0.0,0.0
hinunter,14,18.0,4.0,28.57
kaninchenbau,3,11.0,8.0,266.67
alice,388,390.0,2.0,0.52
fing,47,50.0,3.0,6.38
langweilen,1,7.0,6.0,600.0
saß,14,16.0,2.0,14.29
schon,24,31.0,7.0,29.17
lange,19,21.0,2.0,10.53
schwester,10,11.0,1.0,10.0
ufer,5,7.0,2.0,40.0
thun,24,30.0,6.0,25.0
buch,3,7.0,4.0,133.33
las,3,17.0,14.0,466.67
gefiel,4,12.0,8.0,200.0
weder,4,5.0,1.0,25.0
bilder,3,6.0,3.0,100.0
gespräche,2,3.0,1.0,50.0
darin,12,14.0,2.0,16.67
nützen,3,7.0,4.0,133.33
bücher,1,6.0,5.0,500.0
dachte,65,65.0,0.0,0.0
überlegte,5,12.0,7.0,140.0
eben,31,36.0,5.0,16.13
gut,31,34.0,3.0,9.68
ging,26,29.0,3.0,11.54
schläfrig,3,10.0,7.0,233.33
dumm,4,8.0,4.0,100.0
hitze,1,5.0,4.0,400.0
mühe,8,11.0,3.0,37.5
werth,5,5.0,0.0,0.0
sei,35,39.0,4.0,11.43
aufzustehen,1,1.0,0.0,0.0
gänseblümchen,1,9.0,8.0,800.0
pflücken,1,2.0,1.0,100.0
kette,1,7.0,6.0,600.0
plötzlich,12,13.0,1.0,8.33
weißes,1,10.0,9.0,900.0
kaninchen,44,50.0,6.0,13.64
rothen,3,7.0,4.0,133.33
augen,25,26.0,1.0,4.0
dicht,13,18.0,5.0,38.46
vorbeirannte,1,5.0,4.0,400.0
grade,1,10.0,9.0,900.0
merkwürdig,3,8.0,5.0,166.67
fand,22,23.0,1.0,4.55
außerordentlich,1,1.0,0.0,0.0
sagen,33,38.0,5.0,15.15
hörte,25,26.0,1.0,4.0
weh,9,9.0,0.0,0.0
spät,5,8.0,3.0,60.0
kommen,21,23.0,2.0,9.52
später,1,1.0,0.0,0.0
fiel,12,15.0,3.0,25.0
darüber,8,8.0,0.0,0.0
hätte,20,22.0,2.0,10.0
wundern,4,10.0,6.0,150.0
sollen,8,10.0,2.0,25.0
zeit,36,43.0,7.0,19.44
kam,39,40.0,1.0,2.56
ganz,82,86.0,4.0,4.88
natürlich,20,28.0,8.0,40.0
uhr,11,13.0,2.0,18.18
westentasche,2,5.0,3.0,150.0
zog,6,11.0,5.0,83.33
sah,47,49.0,2.0,4.26
eilig,9,13.0,4.0,44.44
fortlief,2,7.0,5.0,250.0
sprang,6,9.0,3.0,50.0
nie,25,27.0,2.0,8.0
vorgekommen,1,5.0,4.0,400.0
sehen,43,44.0,1.0,2.33
neugierde,3,8.0,5.0,166.67
brennend,1,4.0,3.0,300.0
rannte,9,12.0,3.0,33.33
grasplatz,1,4.0,3.0,300.0
rechten,9,12.0,3.0,33.33
großes,4,9.0,5.0,125.0
loch,2,7.0,5.0,250.0
hecke,2,7.0,5.0,250.0
schlüpfen,1,3.0,2.0,200.0
nächsten,15,17.0,2.0,13.33
augenblick,23,24.0,1.0,4.35
hineingesprungen,1,3.0,2.0,200.0
bedenken,1,2.0,1.0,100.0
welt,6,7.0,1.0,16.67
herauskommen,1,6.0,5.0,500.0
eingang,3,3.0,0.0,0.0
lief,10,13.0,3.0,30.0
erst,21,24.0,3.0,14.29
geradeaus,1,3.0,2.0,200.0
tunnel,1,2.0,1.0,100.0
abwärts,2,4.0,2.0,100.0
ehe,13,17.0,4.0,30.77
gedanken,7,13.0,6.0,85.71
fassen,2,4.0,2.0,100.0
konnte,51,53.0,2.0,3.92
schnell,35,37.0,2.0,5.71
festzuhalten,1,3.0,2.0,200.0
fühlte,7,12.0,5.0,71.43
schien,20,24.0,4.0,20.0
tiefen,3,6.0,3.0,100.0
brunnen,6,9.0,3.0,50.0
entweder,3,6.0,3.0,100.0
mußte,10,17.0,7.0,70.0
tief,9,15.0,6.0,66.67
langsam,8,10.0,2.0,25.0
genug,24,30.0,6.0,25.0
beim,6,10.0,4.0,66.67
fallen,7,10.0,3.0,42.86
umzusehen,3,6.0,3.0,100.0
wohl,45,47.0,2.0,4.44
geschehen,6,10.0,4.0,66.67
zuerst,15,17.0,2.0,13.33
versuchte,12,13.0,1.0,8.33
wissen,21,25.0,4.0,19.05
wohin,5,11.0,6.0,120.0
käme,2,5.0,3.0,150.0
dunkel,2,11.0,9.0,450.0
