Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
chapter,12,15.0,3.0,25.0
rabbit,51,54.0,3.0,5.88
hole,5,9.0,4.0,80.0
alice,397,404.0,7.0,1.76
beginning,14,14.0,0.0,0.0
get,46,46.0,0.0,0.0
tired,7,11.0,4.0,57.14
sitting,10,10.0,0.0,0.0
sister,9,12.0,3.0,33.33
bank,3,6.0,3.0,100.0
nothing,34,38.0,4.0,11.76
twice,5,14.0,9.0,180.0
peeped,3,4.0,1.0,33.33
book,11,14.0,3.0,27.27
reading,3,5.0,2.0,66.67
pictures,4,6.0,2.0,50.0
conversations,2,3.0,1.0,50.0
use,18,22.0,4.0,22.22
thought,74,76.0,2.0,2.7
without,26,31.0,5.0,19.23
considering,3,6.0,3.0,100.0
mind,11,15.0,4.0,36.36
well,63,67.0,4.0,6.35
hot,7,9.0,2.0,28.57
day,29,33.0,4.0,13.79
made,30,36.0,6.0,20.0
feel,8,9.0,1.0,12.5
sleepy,5,12.0,7.0,140.0
stupid,6,8.0,2.0,33.33
whether,11,14.0,3.0,27.27
pleasure,2,3.0,1.0,50.0
making,8,11.0,3.0,37.5
daisy,1,5.0,4.0,400.0
chain,1,3.0,2.0,200.0
worth,4,7.0,3.0,75.0
trouble,6,12.0,6.0,100.0
getting,22,31.0,9.0,40.91
picking,2,4.0,2.0,100.0
daisies,1,2.0,1.0,100.0
suddenly,13,17.0,4.0,30.77
white,30,34.0,4.0,13.33
pink,1,2.0,1.0,100.0
eyes,29,35.0,6.0,20.69
ran,16,19.0,3.0,18.75
close,13,13.0,0.0,0.0
remarkable,2,4.0,2.0,100.0
think,53,55.0,2.0,3.77
much,51,54.0,3.0,5.88
way,56,57.0,1.0,1.79
hear,14,19.0,5.0,35.71
say,51,62.0,11.0,21.57
oh,45,47.0,2.0,4.44
dear,29,31.0,2.0,6.9
shall,25,27.0,2.0,8.0
late,6,16.0,10.0,166.67
afterwards,2,2.0,0.0,0.0
occurred,2,2.0,0.0,0.0
wondered,1,1.0,0.0,0.0
time,71,73.0,2.0,2.82
seemed,27,33.0,6.0,22.22
quite,55,63.0,8.0,14.55
natural,4,12.0,8.0,200.0
actually,1,2.0,1.0,100.0
took,24,28.0,4.0,16.67
watch,8,9.0,1.0,12.5
waistcoat,2,3.0,1.0,50.0
pocket,7,7.0,0.0,0.0
looked,45,59.0,14.0,31.11
hurried,11,17.0,6.0,54.55
started,2,6.0,4.0,200.0
feet,19,20.0,1.0,5.26
flashed,1,3.0,2.0,200.0
across,5,6.0,1.0,20.0
never,48,53.0,5.0,10.42
seen,15,18.0,3.0,20.0
either,10,11.0,1.0,10.0
take,22,23.0,1.0,4.55
burning,1,7.0,6.0,600.0
curiosity,5,11.0,6.0,120.0
field,1,6.0,5.0,500.0
fortunately,1,3.0,2.0,200.0
just,52,56.0,4.0,7.69
see,67,74.0,7.0,10.45
pop,1,8.0,7.0,700.0
