Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
capitolo,12,19.0,7.0,58.33
conigliera,4,6.0,2.0,50.0
alice,400,408.0,8.0,2.0
cominciava,5,8.0,3.0,60.0
sentirsi,2,10.0,8.0,400.0
mortalmente,2,12.0,10.0,500.0
stanca,4,11.0,7.0,175.0
sedere,2,7.0,5.0,250.0
poggio,2,6.0,4.0,200.0
accanto,1,7.0,6.0,600.0
sorella,7,11.0,4.0,57.14
far,18,27.0,9.0,50.0
nulla,19,24.0,5.0,26.32
due,39,44.0,5.0,12.82
volte,11,17.0,6.0,54.55
gittato,1,13.0,12.0,1200.0
sguardo,2,7.0,5.0,250.0
libro,6,11.0,5.0,83.33
leggeva,3,8.0,5.0,166.67
imagini,2,6.0,4.0,200.0
nè,9,11.0,2.0,22.22
dialoghi,2,11.0,9.0,450.0
serve,2,8.0,6.0,300.0
pensò,53,57.0,4.0,7.55
andava,11,14.0,3.0,27.27
fantasticando,1,6.0,5.0,500.0
cervello,4,13.0,9.0,225.0
meglio,21,27.0,6.0,28.57
poteva,14,26.0,12.0,85.71
perchè,91,96.0,5.0,5.49
stellone,1,11.0,10.0,1000.0
avea,46,51.0,5.0,10.87
resa,2,11.0,9.0,450.0
sonnacchiosa,2,10.0,8.0,400.0
grullina,1,5.0,4.0,400.0
piacere,4,17.0,13.0,325.0
ghirlanda,1,9.0,8.0,800.0
margherite,1,4.0,3.0,300.0
valesse,1,6.0,5.0,500.0
noja,2,12.0,10.0,500.0
levarsi,2,9.0,7.0,350.0
cogliere,1,6.0,5.0,500.0
fiori,5,12.0,7.0,140.0
quand,2,5.0,3.0,150.0
coniglio,49,52.0,3.0,6.12
bianco,20,24.0,4.0,20.0
occhi,31,37.0,6.0,19.35
rubino,1,10.0,9.0,900.0
passò,5,12.0,7.0,140.0
vicino,16,24.0,8.0,50.0
davvero,30,35.0,5.0,16.67
troppo,18,26.0,8.0,44.44
meravigliarsi,1,7.0,6.0,600.0
ciò,80,86.0,6.0,7.5
cosa,69,77.0,8.0,11.59
stravagante,1,5.0,4.0,400.0
sentire,8,14.0,6.0,75.0
parlare,19,25.0,6.0,31.58
diceva,14,18.0,4.0,28.57
sè,50,58.0,8.0,16.0
oimè,9,16.0,7.0,77.78
oimèi,1,8.0,7.0,700.0
fatto,17,20.0,3.0,17.65
tardi,7,12.0,5.0,71.43
quando,73,80.0,7.0,9.59
rammentò,6,9.0,3.0,50.0
seguito,3,12.0,9.0,300.0
accorse,9,22.0,13.0,144.44
dovuto,3,7.0,4.0,133.33
meravigliarsene,1,5.0,4.0,400.0
sembrò,3,16.0,13.0,433.33
assai,17,25.0,8.0,47.06
naturale,9,12.0,3.0,33.33
trasse,1,8.0,7.0,700.0
oriuolo,8,21.0,13.0,162.5
taschino,3,7.0,4.0,133.33
panciotto,2,10.0,8.0,400.0
affisò,2,10.0,8.0,400.0
scappò,3,7.0,4.0,133.33
via,50,53.0,3.0,6.0
saltò,4,10.0,6.0,150.0
piedi,25,27.0,2.0,8.0
venuto,2,7.0,5.0,250.0
mente,4,7.0,3.0,75.0
ch,51,68.0,17.0,33.33
ella,53,64.0,11.0,20.75
mai,62,65.0,3.0,4.84
veduto,9,15.0,6.0,66.67
rispettivo,1,6.0,5.0,500.0
starvici,1,4.0,3.0,300.0
divorata,2,9.0,7.0,350.0
curiosità,7,11.0,4.0,57.14
traversò,2,11.0,9.0,450.0
campo,3,7.0,4.0,133.33
correndogli,2,9.0,7.0,350.0
appresso,3,18.0,15.0,500.0
giunse,7,16.0,9.0,128.57
proprio,24,34.0,10.0,41.67
tempo,36,42.0,6.0,16.67
vederlo,1,3.0,2.0,200.0
slanciarsi,1,7.0,6.0,600.0
spaziosa,3,17.0,14.0,466.67
siepe,2,14.0,12.0,600.0
istante,20,26.0,6.0,30.0
scivolò,1,5.0,4.0,400.0
punto,21,34.0,13.0,61.9
riflettere,4,7.0,3.0,75.0
riuscirne,2,4.0,2.0,100.0
fuori,21,31.0,10.0,47.62
buca,3,11.0,8.0,266.67
sfilava,2,20.0,18.0,900.0
diritto,2,7.0,5.0,250.0
galleria,1,14.0,13.0,1300.0
tunnel,1,5.0,4.0,400.0
poi,57,70.0,13.0,22.81
inabissava,1,10.0,9.0,900.0
tanto,50,58.0,8.0,16.0
rapidamente,3,13.0,10.0,333.33
solo,3,9.0,6.0,200.0
considerare,1,8.0,7.0,700.0
potuto,8,14.0,6.0,75.0
fermarsi,2,9.0,7.0,350.0
poichè,13,17.0,4.0,30.77
sentiva,6,33.0,27.0,450.0
cader,1,6.0,5.0,500.0
rotoloni,1,7.0,6.0,600.0
qualche,50,61.0,11.0,22.0
precipizio,2,9.0,7.0,350.0
rassomigliava,4,17.0,13.0,325.0
pozzo,9,14.0,5.0,55.56
profondissimo,1,8.0,7.0,700.0
arci,1,5.0,4.0,400.0
profondo,3,24.0,21.0,700.0
ruzzolava,1,6.0,5.0,500.0
adagino,2,6.0,4.0,200.0
mentre,45,55.0,10.0,22.22
cadeva,1,5.0,4.0,400.0
guardare,8,10.0,2.0,25.0
intorno,21,25.0,4.0,19.05
stupiva,1,8.0,7.0,700.0
pensando,7,11.0,4.0,57.14
avverrebbe,3,12.0,9.0,300.0
prima,39,44.0,5.0,12.82
aguzzò,1,6.0,5.0,500.0
vista,6,16.0,10.0,166.67
cercò,10,24.0,14.0,140.0
vedere,22,24.0,2.0,9.09
fondo,7,16.0,9.0,128.57
scoprire,2,13.0,11.0,550.0
accaderebbe,1,8.0,7.0,700.0
bujo,2,12.0,10.0,500.0
