Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
chapter,12,12.0,0.0,0.0
rabbit,51,53.0,2.0,3.92
hole,5,9.0,4.0,80.0
alice,397,401.0,4.0,1.01
beginning,14,16.0,2.0,14.29
get,46,50.0,4.0,8.7
tired,7,16.0,9.0,128.57
sitting,10,17.0,7.0,70.0
sister,9,15.0,6.0,66.67
bank,3,8.0,5.0,166.67
nothing,34,36.0,2.0,5.88
twice,5,9.0,4.0,80.0
peeped,3,4.0,1.0,33.33
book,11,17.0,6.0,54.55
reading,3,3.0,0.0,0.0
pictures,4,9.0,5.0,125.0
conversations,2,3.0,1.0,50.0
use,18,21.0,3.0,16.67
thought,74,74.0,0.0,0.0
without,26,27.0,1.0,3.85
considering,3,4.0,1.0,33.33
mind,11,12.0,1.0,9.09
well,63,68.0,5.0,7.94
hot,7,13.0,6.0,85.71
day,29,35.0,6.0,20.69
made,30,41.0,11.0,36.67
feel,8,36.0,28.0,350.0
sleepy,5,13.0,8.0,160.0
stupid,6,9.0,3.0,50.0
whether,11,16.0,5.0,45.45
pleasure,2,4.0,2.0,100.0
making,8,14.0,6.0,75.0
daisy,1,2.0,1.0,100.0
chain,1,4.0,3.0,300.0
worth,4,8.0,4.0,100.0
trouble,6,10.0,4.0,66.67
getting,22,29.0,7.0,31.82
picking,2,2.0,0.0,0.0
daisies,1,1.0,0.0,0.0
suddenly,13,18.0,5.0,38.46
white,30,30.0,0.0,0.0
pink,1,3.0,2.0,200.0
eyes,29,32.0,3.0,10.34
ran,16,17.0,1.0,6.25
close,13,14.0,1.0,7.69
remarkable,2,8.0,6.0,300.0
think,53,58.0,5.0,9.43
much,51,52.0,1.0,1.96
way,56,58.0,2.0,3.57
hear,14,17.0,3.0,21.43
say,51,57.0,6.0,11.76
oh,45,52.0,7.0,15.56
dear,29,29.0,0.0,0.0
shall,25,31.0,6.0,24.0
late,6,19.0,13.0,216.67
afterwards,2,5.0,3.0,150.0
occurred,2,6.0,4.0,200.0
wondered,1,16.0,15.0,1500.0
time,71,79.0,8.0,11.27
seemed,27,28.0,1.0,3.7
quite,55,59.0,4.0,7.27
natural,4,5.0,1.0,25.0
actually,1,5.0,4.0,400.0
took,24,27.0,3.0,12.5
watch,8,9.0,1.0,12.5
waistcoat,2,4.0,2.0,100.0
pocket,7,11.0,4.0,57.14
looked,45,60.0,15.0,33.33
hurried,11,16.0,5.0,45.45
started,2,4.0,2.0,100.0
feet,19,19.0,0.0,0.0
flashed,1,2.0,1.0,100.0
across,5,14.0,9.0,180.0
never,48,55.0,7.0,14.58
seen,15,16.0,1.0,6.67
either,10,16.0,6.0,60.0
take,22,26.0,4.0,18.18
burning,1,12.0,11.0,1100.0
curiosity,5,7.0,2.0,40.0
field,1,10.0,9.0,900.0
fortunately,1,6.0,5.0,500.0
just,52,55.0,3.0,5.77
see,67,69.0,2.0,2.99
pop,1,6.0,5.0,500.0
large,33,34.0,1.0,3.03
hedge,2,4.0,2.0,100.0
another,22,29.0,7.0,31.82
moment,31,37.0,6.0,19.35
went,83,85.0,2.0,2.41
world,7,9.0,2.0,28.57
straight,2,5.0,3.0,150.0
like,85,90.0,5.0,5.88
tunnel,1,6.0,5.0,500.0
dipped,2,10.0,8.0,400.0
stopping,1,8.0,7.0,700.0
found,32,33.0,1.0,3.12
falling,2,4.0,2.0,100.0
deep,7,10.0,3.0,42.86
fell,6,20.0,14.0,233.33
slowly,8,8.0,0.0,0.0
plenty,2,14.0,12.0,600.0
look,29,34.0,5.0,17.24
wonder,18,23.0,5.0,27.78
going,27,31.0,4.0,14.81
