Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
erstes,1,5.0,4.0,4.0
kapitel,12,12.0,0.0,0.0
hinunter,14,15.0,1.0,0.071
kaninchenbau,3,3.0,0.0,0.0
alice,388,391.0,3.0,0.008
fing,47,55.0,8.0,0.17
langweilen,1,3.0,2.0,2.0
saß,14,15.0,1.0,0.071
schon,24,27.0,3.0,0.125
lange,19,21.0,2.0,0.105
schwester,10,11.0,1.0,0.1
ufer,5,6.0,1.0,0.2
thun,24,25.0,1.0,0.042
buch,3,4.0,1.0,0.333
las,3,5.0,2.0,0.667
gefiel,4,6.0,2.0,0.5
weder,4,6.0,2.0,0.5
bilder,3,6.0,3.0,1.0
gespräche,2,2.0,0.0,0.0
darin,12,18.0,6.0,0.5
nützen,3,5.0,2.0,0.667
bücher,1,3.0,2.0,2.0
dachte,65,70.0,5.0,0.077
überlegte,5,5.0,0.0,0.0
eben,31,36.0,5.0,0.161
gut,31,33.0,2.0,0.065
ging,26,26.0,0.0,0.0
schläfrig,3,5.0,2.0,0.667
dumm,4,7.0,3.0,0.75
hitze,1,3.0,2.0,2.0
mühe,8,11.0,3.0,0.375
werth,5,7.0,2.0,0.4
sei,35,38.0,3.0,0.086
aufzustehen,1,2.0,1.0,1.0
gänseblümchen,1,2.0,1.0,1.0
pflücken,1,4.0,3.0,3.0
kette,1,2.0,1.0,1.0
plötzlich,12,13.0,1.0,0.083
weißes,1,1.0,0.0,0.0
kaninchen,44,44.0,0.0,0.0
rothen,3,5.0,2.0,0.667
augen,25,27.0,2.0,0.08
dicht,13,13.0,0.0,0.0
vorbeirannte,1,1.0,0.0,0.0
grade,1,3.0,2.0,2.0
merkwürdig,3,3.0,0.0,0.0
fand,22,25.0,3.0,0.136
außerordentlich,1,2.0,1.0,1.0
sagen,33,38.0,5.0,0.152
hörte,25,25.0,0.0,0.0
weh,9,13.0,4.0,0.444
spät,5,6.0,1.0,0.2
kommen,21,23.0,2.0,0.095
später,1,3.0,2.0,2.0
fiel,12,13.0,1.0,0.083
darüber,8,11.0,3.0,0.375
hätte,20,20.0,0.0,0.0
wundern,4,7.0,3.0,0.75
sollen,8,14.0,6.0,0.75
zeit,36,39.0,3.0,0.083
kam,39,40.0,1.0,0.026
ganz,82,84.0,2.0,0.024
natürlich,20,22.0,2.0,0.1
uhr,11,14.0,3.0,0.273
westentasche,2,6.0,4.0,2.0
zog,6,7.0,1.0,0.167
sah,47,47.0,0.0,0.0
eilig,9,12.0,3.0,0.333
fortlief,2,3.0,1.0,0.5
sprang,6,6.0,0.0,0.0
nie,25,25.0,0.0,0.0
vorgekommen,1,3.0,2.0,2.0
sehen,43,45.0,2.0,0.047
neugierde,3,5.0,2.0,0.667
brennend,1,2.0,1.0,1.0
rannte,9,11.0,2.0,0.222
grasplatz,1,1.0,0.0,0.0
rechten,9,10.0,1.0,0.111
großes,4,6.0,2.0,0.5
loch,2,2.0,0.0,0.0
hecke,2,4.0,2.0,1.0
schlüpfen,1,2.0,1.0,1.0
nächsten,15,15.0,0.0,0.0
augenblick,23,26.0,3.0,0.13
hineingesprungen,1,3.0,2.0,2.0
bedenken,1,2.0,1.0,1.0
welt,6,10.0,4.0,0.667
herauskommen,1,3.0,2.0,2.0
eingang,3,6.0,3.0,1.0
lief,10,11.0,1.0,0.1
erst,21,23.0,2.0,0.095
geradeaus,1,5.0,4.0,4.0
tunnel,1,2.0,1.0,1.0
abwärts,2,5.0,3.0,1.5
ehe,13,13.0,0.0,0.0
gedanken,7,9.0,2.0,0.286
fassen,2,2.0,0.0,0.0
konnte,51,52.0,1.0,0.02
schnell,35,35.0,0.0,0.0
festzuhalten,1,1.0,0.0,0.0
fühlte,7,9.0,2.0,0.286
schien,20,20.0,0.0,0.0
tiefen,3,3.0,0.0,0.0
brunnen,6,7.0,1.0,0.167
entweder,3,7.0,4.0,1.333
mußte,10,14.0,4.0,0.4
tief,9,9.0,0.0,0.0
langsam,8,8.0,0.0,0.0
genug,24,26.0,2.0,0.083
beim,6,7.0,1.0,0.167
fallen,7,10.0,3.0,0.429
umzusehen,3,7.0,4.0,1.333
wohl,45,46.0,1.0,0.022
geschehen,6,8.0,2.0,0.333
zuerst,15,16.0,1.0,0.067
versuchte,12,12.0,0.0,0.0
wissen,21,29.0,8.0,0.381
wohin,5,7.0,2.0,0.4
käme,2,7.0,5.0,2.5
dunkel,2,4.0,2.0,1.0
erkennen,1,5.0,4.0,4.0
besah,1,2.0,1.0,1.0
wände,1,2.0,1.0,1.0
brunnens,1,3.0,2.0,2.0
bemerkte,14,15.0,1.0,0.071
küchenschränken,1,2.0,1.0,1.0
bücherbrettern,1,2.0,1.0,1.0
bedeckt,2,3.0,1.0,0.5
erblickte,3,4.0,1.0,0.333
landkarten,1,1.0,0.0,0.0
haken,1,6.0,5.0,5.0
aufgehängt,2,5.0,3.0,1.5
nahm,17,21.0,4.0,0.235
vorbeifallen,1,2.0,1.0,1.0
bretter,1,1.0,0.0,0.0
töpfchen,1,1.0,0.0,0.0
aufschrift,1,3.0,2.0,2.0
eingemachte,1,2.0,1.0,1.0
apfelsinen,1,5.0,4.0,4.0
großen,17,24.0,7.0,0.412
verdruß,3,3.0,0.0,0.0
leer,1,4.0,3.0,3.0
lassen,11,11.0,0.0,0.0
furcht,3,7.0,4.0,1.333
jemand,8,15.0,7.0,0.875
tödten,1,1.0,0.0,0.0
gelang,4,12.0,8.0,2.0
schrank,1,2.0,1.0,1.0
vorbeikam,1,2.0,1.0,1.0
schieben,2,3.0,1.0,0.5
fall,14,16.0,2.0,0.143
daraus,3,6.0,3.0,1.0
treppe,3,4.0,1.0,0.333
stolpere,1,5.0,4.0,4.0
muthig,1,3.0,2.0,2.0
haus,8,9.0,1.0,0.125
finden,9,10.0,1.0,0.111
redens,1,2.0,1.0,1.0
dachspitze,1,3.0,2.0,2.0
fiele,1,3.0,2.0,2.0
wahrscheinlich,6,8.0,2.0,0.333
endigen,1,2.0,1.0,1.0
viele,4,6.0,2.0,0.5
meilen,3,6.0,3.0,1.0
gefallen,9,11.0,2.0,0.222
sagte,361,362.0,1.0,0.003
laut,18,19.0,1.0,0.056
muß,27,28.0,1.0,0.037
ungefähr,14,18.0,4.0,0.286
mittelpunkt,1,3.0,2.0,2.0
erde,4,9.0,5.0,1.25
laß,13,15.0,2.0,0.154
wären,2,4.0,2.0,1.0
achthundert,1,1.0,0.0,0.0
funfzig,1,5.0,4.0,4.0
glaube,20,23.0,3.0,0.15
müßt,3,4.0,1.0,0.333
dergleichen,4,7.0,3.0,0.75
schule,7,10.0,3.0,0.429
gelernt,2,5.0,3.0,1.5
obgleich,9,11.0,2.0,0.222
gute,7,12.0,5.0,0.714
gelegenheit,8,10.0,2.0,0.25
kenntnisse,2,2.0,0.0,0.0
zeigen,5,7.0,2.0,0.4
niemand,11,11.0,0.0,0.0
zuhören,2,2.0,0.0,0.0
übte,1,2.0,1.0,1.0
dabei,23,24.0,1.0,0.043
ja,47,48.0,1.0,0.021
entfernung,6,9.0,3.0,0.5
länge,1,4.0,3.0,3.0
breitegrade,1,4.0,3.0,3.0
gekommen,8,12.0,4.0,0.5
mag,12,13.0,1.0,0.083
geringsten,4,5.0,1.0,0.25
begriff,3,5.0,2.0,0.667
längegrad,1,3.0,2.0,2.0
breitegrad,1,3.0,2.0,2.0
klangen,1,4.0,3.0,3.0
worte,15,19.0,4.0,0.267
großartig,1,5.0,4.0,4.0
nett,4,7.0,3.0,0.75
bald,20,26.0,6.0,0.3
komisch,9,14.0,5.0,0.556
leuten,2,2.0,0.0,0.0
heraus,7,10.0,3.0,0.429
kopfe,7,12.0,5.0,0.714
gehen,23,24.0,1.0,0.043
antipathien,1,3.0,2.0,2.0
diesmal,10,17.0,7.0,0.7
lieb,3,4.0,1.0,0.333
zuhörte,4,7.0,3.0,0.75
wort,10,11.0,1.0,0.1
klang,4,4.0,0.0,0.0
gar,37,38.0,1.0,0.027
recht,22,23.0,1.0,0.045
fragen,9,12.0,3.0,0.333
müssen,12,12.0,0.0,0.0
land,4,7.0,3.0,0.75
heißt,4,4.0,0.0,0.0
bitte,15,15.0,0.0,0.0
liebe,14,16.0,2.0,0.143
dame,2,6.0,4.0,2.0
neu,1,1.0,0.0,0.0
seeland,1,6.0,5.0,5.0
australien,1,1.0,0.0,0.0
knixen,2,4.0,2.0,1.0
denkt,2,3.0,1.0,0.5
luft,10,13.0,3.0,0.3
fällt,2,4.0,2.0,1.0
könntet,2,5.0,3.0,1.5
fertig,9,10.0,1.0,0.111
kriegen,1,2.0,1.0,1.0
unwissendes,1,2.0,1.0,1.0
kleines,12,14.0,2.0,0.167
mädchen,7,9.0,2.0,0.286
halten,4,5.0,1.0,0.25
frage,20,24.0,4.0,0.2
nein,30,31.0,1.0,0.033
geht,15,17.0,2.0,0.133
vielleicht,18,23.0,5.0,0.278
sehe,6,9.0,3.0,0.5
irgendwo,3,3.0,0.0,0.0
angeschrieben,1,9.0,8.0,8.0
sprechen,9,11.0,2.0,0.222
dinah,15,16.0,1.0,0.067
gewiß,11,15.0,4.0,0.364
heut,4,7.0,3.0,0.75
abend,1,2.0,1.0,1.0
suchen,7,9.0,2.0,0.286
katze,31,34.0,3.0,0.097
hoffe,3,3.0,0.0,0.0
napf,1,2.0,1.0,1.0
milch,1,6.0,5.0,5.0
theestunde,2,5.0,3.0,1.5
vergessen,10,11.0,1.0,0.1
mies,2,6.0,4.0,2.0
wärest,4,4.0,0.0,0.0
unten,9,10.0,1.0,0.111
bange,2,2.0,0.0,0.0
giebt,3,5.0,2.0,0.667
mäuse,1,1.0,0.0,0.0
könntest,6,8.0,2.0,0.333
spatzen,6,9.0,3.0,0.5
fangen,3,6.0,3.0,1.0
geben,8,12.0,4.0,0.5
glaubst,2,3.0,1.0,0.5
katzen,13,14.0,1.0,0.077
fressen,5,6.0,1.0,0.2
wurde,24,24.0,0.0,0.0
redete,4,4.0,0.0,0.0
halb,20,22.0,2.0,0.1
traum,6,8.0,2.0,0.333
fort,58,60.0,2.0,0.034
gern,31,32.0,1.0,0.032
antworten,5,6.0,1.0,0.2
brauchte,3,6.0,3.0,1.0
darauf,32,34.0,2.0,0.062
stellte,7,9.0,2.0,0.286
einschlief,1,1.0,0.0,0.0
angefangen,6,11.0,5.0,0.833
träumen,2,6.0,4.0,2.0
gehe,3,6.0,3.0,1.0
hand,23,25.0,2.0,0.087
spazieren,2,6.0,4.0,2.0
ernsthaft,3,4.0,1.0,0.333
sage,16,17.0,1.0,0.062
wahrheit,4,6.0,2.0,0.5
hast,27,28.0,1.0,0.037
je,18,19.0,1.0,0.056
gefressen,1,2.0,1.0,1.0
male,5,7.0,2.0,0.4
plump,2,3.0,1.0,0.5
haufen,1,2.0,1.0,1.0
trocknes,1,5.0,4.0,4.0
laub,1,1.0,0.0,0.0
reisig,1,2.0,1.0,1.0
liegen,2,9.0,7.0,3.5
gethan,11,14.0,3.0,0.273
sogleich,13,17.0,4.0,0.308
höhe,9,9.0,0.0,0.0
lag,8,8.0,0.0,0.0
zweiter,1,4.0,3.0,3.0
langer,1,1.0,0.0,0.0
gang,4,5.0,1.0,0.25
weiße,19,21.0,2.0,0.105
entlang,3,4.0,1.0,0.333
laufen,3,5.0,2.0,0.667
verlieren,2,2.0,0.0,0.0
wind,1,3.0,2.0,2.0
gerade,25,26.0,1.0,0.04
ecke,4,9.0,5.0,1.25
bog,2,3.0,1.0,0.5
ohren,4,5.0,1.0,0.25
schnurrbart,1,1.0,0.0,0.0
mehr,33,33.0,0.0,0.0
befand,4,11.0,7.0,1.75
langen,4,5.0,1.0,0.25
niedrigen,2,3.0,1.0,0.5
corridor,5,7.0,2.0,0.4
reihe,8,11.0,3.0,0.375
lampen,1,4.0,3.0,3.0
erleuchtet,1,5.0,4.0,4.0
decke,3,4.0,1.0,0.333
herabhingen,1,9.0,8.0,8.0
beiden,11,12.0,1.0,0.091
seiten,5,7.0,2.0,0.4
corridors,2,4.0,2.0,1.0
thüren,2,10.0,8.0,4.0
verschlossen,2,18.0,16.0,8.0
thür,28,28.0,0.0,0.0
seite,13,15.0,2.0,0.154
endlich,19,19.0,0.0,0.0
traurig,7,9.0,2.0,0.286
mitte,5,6.0,1.0,0.2
überlegend,1,5.0,4.0,4.0
stand,21,22.0,1.0,0.048
kleinen,32,35.0,3.0,0.094
dreibeinigen,2,3.0,1.0,0.5
tische,6,6.0,0.0,0.0
dickem,1,3.0,2.0,2.0
glas,3,7.0,4.0,1.333
winziges,1,4.0,3.0,3.0
goldenes,1,6.0,5.0,5.0
schlüsselchen,5,7.0,2.0,0.4
erster,3,6.0,3.0,1.0
gedanke,3,8.0,5.0,1.667
möchte,18,19.0,1.0,0.056
gehören,1,4.0,3.0,3.0
ach,14,15.0,1.0,0.071
schlösser,1,2.0,1.0,1.0
groß,14,17.0,3.0,0.214
schlüssel,4,8.0,4.0,1.0
klein,9,16.0,7.0,0.778
kurz,4,5.0,1.0,0.25
paßte,2,3.0,1.0,0.5
einzigen,2,2.0,0.0,0.0
jedoch,11,11.0,0.0,0.0
zweite,3,4.0,1.0,0.333
mal,26,26.0,0.0,0.0
herum,11,13.0,2.0,0.182
vorhang,1,4.0,3.0,3.0
vorher,4,5.0,1.0,0.25
bemerkt,1,3.0,2.0,2.0
dahinter,2,5.0,3.0,1.5
funfzehn,1,1.0,0.0,0.0
zoll,6,6.0,0.0,0.0
hoch,12,13.0,1.0,0.083
steckte,4,7.0,3.0,0.75
goldene,3,10.0,7.0,2.333
schlüsselloch,1,4.0,3.0,3.0
freude,1,2.0,1.0,1.0
schloß,4,6.0,2.0,0.5
gange,3,3.0,0.0,0.0
führte,4,10.0,6.0,1.5
größer,9,9.0,0.0,0.0
mäuseloch,2,2.0,0.0,0.0
kniete,1,4.0,3.0,3.0
nieder,6,7.0,1.0,0.167
reizendsten,1,4.0,3.0,3.0
garten,11,13.0,2.0,0.182
denken,6,7.0,1.0,0.167
wünschte,10,13.0,3.0,0.3
dunkeln,1,3.0,2.0,2.0
gelangen,2,2.0,0.0,0.0
bunten,1,2.0,1.0,1.0
blumenbeeten,2,3.0,1.0,0.5
kühlen,2,3.0,1.0,0.5
springbrunnen,2,8.0,6.0,3.0
umher,6,8.0,2.0,0.333
wandern,1,3.0,2.0,2.0
kaum,16,17.0,1.0,0.062
kopf,36,38.0,2.0,0.056
stecken,2,4.0,2.0,1.0
hindurch,2,3.0,1.0,0.5
ginge,2,3.0,1.0,0.5
arme,24,26.0,2.0,0.083
schultern,3,3.0,0.0,0.0
zusammenschieben,2,5.0,3.0,1.5
teleskop,4,7.0,3.0,0.75
wüßte,2,5.0,3.0,1.5
anfängt,4,5.0,1.0,0.25
kürzlich,1,3.0,2.0,2.0
merkwürdiges,4,9.0,5.0,1.25
vorgegangen,2,4.0,2.0,1.0
anfing,7,8.0,1.0,0.143
glauben,3,5.0,2.0,0.667
fast,6,6.0,0.0,0.0
unmöglich,7,11.0,4.0,0.571
unnütz,4,4.0,0.0,0.0
länger,4,6.0,2.0,0.5
warten,9,13.0,4.0,0.444
daher,12,12.0,0.0,0.0
tisch,6,6.0,0.0,0.0
zurück,16,16.0,0.0,0.0
hoffend,1,3.0,2.0,2.0
jedenfalls,3,5.0,2.0,0.667
anweisungen,1,4.0,3.0,3.0
könne,5,6.0,1.0,0.2
fläschchen,4,5.0,1.0,0.25
vorhin,2,3.0,1.0,0.5
hals,9,10.0,1.0,0.111
fläschchens,1,4.0,3.0,3.0
zettel,2,6.0,4.0,2.0
gebunden,1,3.0,2.0,2.0
worten,8,9.0,1.0,0.125
trinke,3,7.0,4.0,1.333
wunderschön,1,3.0,2.0,2.0
buchstaben,1,3.0,2.0,2.0
drauf,3,5.0,2.0,0.667
gedruckt,1,2.0,1.0,1.0
gesagt,14,21.0,7.0,0.5
altkluge,1,4.0,3.0,3.0
kleine,33,35.0,2.0,0.061
übereilen,1,1.0,0.0,0.0
nachsehen,1,4.0,3.0,3.0
sprach,63,63.0,0.0,0.0
todtenkopf,3,5.0,2.0,0.667
mehre,4,8.0,4.0,1.0
hübsche,1,3.0,2.0,2.0
geschichten,1,2.0,1.0,1.0
gelesen,7,11.0,4.0,0.571
kindern,3,6.0,3.0,1.0
verbrannt,1,2.0,1.0,1.0
wilden,1,4.0,3.0,3.0
thieren,2,4.0,2.0,1.0
unangenehme,1,2.0,1.0,1.0
lagen,5,10.0,5.0,1.0
gerathen,4,6.0,2.0,0.5
warnungen,1,4.0,3.0,3.0
dachten,1,2.0,1.0,1.0
freunde,4,5.0,1.0,0.25
gegeben,3,4.0,1.0,0.333
beispiel,4,7.0,3.0,0.75
rothglühendes,1,3.0,2.0,2.0
eisen,1,8.0,7.0,7.0
brennt,2,4.0,2.0,1.0
anfaßt,1,3.0,2.0,2.0
messer,1,1.0,0.0,0.0
finger,5,9.0,4.0,0.8
schneidet,2,5.0,3.0,1.5
gewöhnlich,7,8.0,1.0,0.143
blutet,1,6.0,5.0,5.0
flasche,5,8.0,3.0,0.6
