Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
capitolo,12,76.0,64.0,5.333
conigliera,4,83.0,79.0,19.75
alice,400,459.0,59.0,0.147
cominciava,5,82.0,77.0,15.4
sentirsi,2,103.0,101.0,50.5
mortalmente,2,80.0,78.0,39.0
stanca,4,90.0,86.0,21.5
sedere,2,78.0,76.0,38.0
poggio,2,48.0,46.0,23.0
accanto,1,84.0,83.0,83.0
sorella,7,85.0,78.0,11.143
far,18,83.0,65.0,3.611
nulla,19,90.0,71.0,3.737
due,39,113.0,74.0,1.897
volte,11,61.0,50.0,4.545
gittato,1,50.0,49.0,49.0
sguardo,2,94.0,92.0,46.0
libro,6,83.0,77.0,12.833
leggeva,3,77.0,74.0,24.667
imagini,2,86.0,84.0,42.0
nè,9,86.0,77.0,8.556
dialoghi,2,83.0,81.0,40.5
serve,2,78.0,76.0,38.0
pensò,53,130.0,77.0,1.453
andava,11,100.0,89.0,8.091
fantasticando,1,60.0,59.0,59.0
cervello,4,66.0,62.0,15.5
meglio,21,118.0,97.0,4.619
poteva,14,81.0,67.0,4.786
perchè,91,170.0,79.0,0.868
stellone,1,79.0,78.0,78.0
avea,46,128.0,82.0,1.783
resa,2,78.0,76.0,38.0
sonnacchiosa,2,114.0,112.0,56.0
grullina,1,77.0,76.0,76.0
piacere,4,92.0,88.0,22.0
ghirlanda,1,70.0,69.0,69.0
margherite,1,82.0,81.0,81.0
valesse,1,55.0,54.0,54.0
noja,2,119.0,117.0,58.5
levarsi,2,81.0,79.0,39.5
cogliere,1,86.0,85.0,85.0
fiori,5,76.0,71.0,14.2
quand,2,94.0,92.0,46.0
coniglio,49,112.0,63.0,1.286
bianco,20,100.0,80.0,4.0
occhi,31,94.0,63.0,2.032
rubino,1,72.0,71.0,71.0
passò,5,128.0,123.0,24.6
vicino,16,89.0,73.0,4.562
davvero,30,81.0,51.0,1.7
troppo,18,117.0,99.0,5.5
meravigliarsi,1,68.0,67.0,67.0
ciò,80,150.0,70.0,0.875
cosa,69,133.0,64.0,0.928
stravagante,1,79.0,78.0,78.0
sentire,8,83.0,75.0,9.375
parlare,19,93.0,74.0,3.895
diceva,14,79.0,65.0,4.643
sè,50,117.0,67.0,1.34
oimè,9,102.0,93.0,10.333
oimèi,1,116.0,115.0,115.0
fatto,17,98.0,81.0,4.765
tardi,7,65.0,58.0,8.286
quando,73,139.0,66.0,0.904
rammentò,6,96.0,90.0,15.0
seguito,3,91.0,88.0,29.333
accorse,9,68.0,59.0,6.556
dovuto,3,80.0,77.0,25.667
meravigliarsene,1,104.0,103.0,103.0
sembrò,3,85.0,82.0,27.333
assai,17,99.0,82.0,4.824
naturale,9,90.0,81.0,9.0
trasse,1,103.0,102.0,102.0
oriuolo,8,83.0,75.0,9.375
taschino,3,70.0,67.0,22.333
panciotto,2,74.0,72.0,36.0
affisò,2,90.0,88.0,44.0
scappò,3,50.0,47.0,15.667
via,50,140.0,90.0,1.8
saltò,4,46.0,42.0,10.5
piedi,25,103.0,78.0,3.12
venuto,2,109.0,107.0,53.5
mente,4,68.0,64.0,16.0
ch,51,177.0,126.0,2.471
ella,53,131.0,78.0,1.472
mai,62,166.0,104.0,1.677
veduto,9,94.0,85.0,9.444
rispettivo,1,76.0,75.0,75.0
starvici,1,55.0,54.0,54.0
divorata,2,85.0,83.0,41.5
curiosità,7,90.0,83.0,11.857
traversò,2,58.0,56.0,28.0
campo,3,71.0,68.0,22.667
correndogli,2,95.0,93.0,46.5
appresso,3,80.0,77.0,25.667
giunse,7,84.0,77.0,11.0
proprio,24,112.0,88.0,3.667
tempo,36,111.0,75.0,2.083
vederlo,1,46.0,45.0,45.0
slanciarsi,1,83.0,82.0,82.0
spaziosa,3,141.0,138.0,46.0
siepe,2,59.0,57.0,28.5
istante,20,119.0,99.0,4.95
scivolò,1,84.0,83.0,83.0
punto,21,84.0,63.0,3.0
riflettere,4,136.0,132.0,33.0
riuscirne,2,60.0,58.0,29.0
fuori,21,122.0,101.0,4.81
buca,3,66.0,63.0,21.0
sfilava,2,58.0,56.0,28.0
diritto,2,99.0,97.0,48.5
galleria,1,58.0,57.0,57.0
tunnel,1,112.0,111.0,111.0
poi,57,137.0,80.0,1.404
inabissava,1,105.0,104.0,104.0
tanto,50,132.0,82.0,1.64
rapidamente,3,83.0,80.0,26.667
solo,3,80.0,77.0,25.667
considerare,1,96.0,95.0,95.0
potuto,8,48.0,40.0,5.0
fermarsi,2,88.0,86.0,43.0
poichè,13,96.0,83.0,6.385
sentiva,6,68.0,62.0,10.333
cader,1,74.0,73.0,73.0
rotoloni,1,65.0,64.0,64.0
qualche,50,134.0,84.0,1.68
precipizio,2,72.0,70.0,35.0
rassomigliava,4,110.0,106.0,26.5
pozzo,9,120.0,111.0,12.333
profondissimo,1,83.0,82.0,82.0
arci,1,48.0,47.0,47.0
profondo,3,94.0,91.0,30.333
ruzzolava,1,88.0,87.0,87.0
adagino,2,75.0,73.0,36.5
mentre,45,150.0,105.0,2.333
cadeva,1,95.0,94.0,94.0
guardare,8,95.0,87.0,10.875
intorno,21,80.0,59.0,2.81
stupiva,1,79.0,78.0,78.0
pensando,7,104.0,97.0,13.857
avverrebbe,3,99.0,96.0,32.0
prima,39,129.0,90.0,2.308
aguzzò,1,79.0,78.0,78.0
vista,6,99.0,93.0,15.5
cercò,10,68.0,58.0,5.8
vedere,22,143.0,121.0,5.5
fondo,7,86.0,79.0,11.286
scoprire,2,68.0,66.0,33.0
accaderebbe,1,43.0,42.0,42.0
bujo,2,108.0,106.0,53.0
affatto,11,61.0,50.0,4.545
vedea,3,79.0,76.0,25.333
indi,3,96.0,93.0,31.0
guardò,19,117.0,98.0,5.158
pareti,1,90.0,89.0,89.0
osservò,27,76.0,49.0,1.815
ricoperte,1,87.0,86.0,86.0
credenze,1,75.0,74.0,74.0
scaffali,1,74.0,73.0,73.0
libri,3,86.0,83.0,27.667
quà,13,110.0,97.0,7.462
là,18,88.0,70.0,3.889
vide,18,74.0,56.0,3.111
mappe,1,76.0,75.0,75.0
quadri,1,79.0,78.0,78.0
pendeano,1,46.0,45.0,45.0
chiodi,1,116.0,115.0,115.0
andando,3,78.0,75.0,25.0
prese,9,80.0,71.0,7.889
volo,1,83.0,82.0,82.0
vasettino,2,80.0,78.0,39.0
cartello,4,65.0,61.0,15.25
lesse,3,89.0,86.0,28.667
conserva,1,80.0,79.0,79.0
arance,1,163.0,162.0,162.0
vuoto,1,65.0,64.0,64.0
restò,9,110.0,101.0,11.222
delusa,1,90.0,89.0,89.0
volle,7,105.0,98.0,14.0
lasciar,1,93.0,92.0,92.0
cadere,4,86.0,82.0,20.5
ammazzare,1,75.0,74.0,74.0
sempre,24,89.0,65.0,2.708
depose,4,82.0,78.0,19.5
altra,20,109.0,89.0,4.45
credenza,1,118.0,117.0,117.0
bene,43,108.0,65.0,1.512
dopo,28,94.0,66.0,2.357
caduta,6,64.0,58.0,9.667
tale,11,74.0,63.0,5.727
parrà,1,43.0,42.0,42.0
niente,16,102.0,86.0,5.375
ruzzolare,1,80.0,79.0,79.0
scale,1,93.0,92.0,92.0
casa,21,103.0,82.0,3.905
crederanno,2,114.0,112.0,56.0
coraggiosa,1,80.0,79.0,79.0
ora,47,130.0,83.0,1.766
innanzi,12,83.0,71.0,5.917
ancorchè,2,74.0,72.0,36.0
cadessi,1,80.0,79.0,79.0
tetto,4,74.0,70.0,17.5
caso,6,89.0,83.0,13.833
probabilmente,3,81.0,78.0,26.0
dicea,1,110.0,109.0,109.0
verità,2,89.0,87.0,43.5
finirà,1,75.0,74.0,74.0
sa,14,110.0,96.0,6.857
miglia,3,75.0,72.0,24.0
percorse,1,115.0,114.0,114.0
quest,12,111.0,99.0,8.25
sclamò,27,115.0,88.0,3.259
stò,5,59.0,54.0,10.8
toccare,1,60.0,59.0,59.0
centro,1,99.0,98.0,98.0
terra,16,121.0,105.0,6.562
vediamo,6,97.0,91.0,15.167
suppongo,3,80.0,77.0,25.667
quattrocento,1,83.0,82.0,82.0
profondità,1,102.0,101.0,101.0
vedete,6,94.0,88.0,14.667
imparate,1,74.0,73.0,73.0
molte,4,85.0,81.0,20.25
tali,2,81.0,79.0,39.5
cose,22,109.0,87.0,3.955
lezioni,9,79.0,70.0,7.778
migliore,2,64.0,62.0,31.0
occasione,3,83.0,80.0,26.667
sfoggio,1,85.0,84.0,84.0
erudizione,2,76.0,74.0,37.0
niuno,13,109.0,96.0,7.385
ascoltasse,2,84.0,82.0,41.0
meno,17,118.0,101.0,5.941
ripassarle,1,74.0,73.0,73.0
sì,17,99.0,82.0,4.824
vera,6,80.0,74.0,12.333
distanza,5,76.0,71.0,14.2
press,3,74.0,71.0,23.667
vorrei,21,78.0,57.0,2.714
sapere,6,108.0,102.0,17.0
grado,1,64.0,63.0,63.0
latitudine,2,68.0,66.0,33.0
longitudine,2,74.0,72.0,36.0
giunta,5,76.0,71.0,14.2
sapea,15,156.0,141.0,9.4
mica,5,84.0,79.0,15.8
belle,4,82.0,78.0,19.5
parolone,2,72.0,70.0,35.0
dire,27,114.0,87.0,3.222
disse,279,337.0,58.0,0.208
rincominciò,8,83.0,75.0,9.375
dovessi,1,116.0,115.0,115.0
traversare,3,76.0,73.0,24.333
bella,9,68.0,59.0,6.556
uscissi,1,83.0,82.0,82.0
genti,1,59.0,58.0,58.0
camminano,1,85.0,84.0,84.0
capo,47,100.0,53.0,1.128
credo,18,92.0,74.0,4.111
chiamino,1,74.0,73.0,73.0
antipatie,1,90.0,89.0,89.0
volta,36,133.0,97.0,2.694
contenta,7,62.0,55.0,7.857
quel,50,116.0,66.0,1.32
nome,7,96.0,89.0,12.714
suonava,2,104.0,102.0,51.0
giusto,6,108.0,102.0,17.0
orecchio,9,70.0,61.0,6.778
domanderò,1,50.0,49.0,49.0
paese,3,94.0,91.0,30.333
grazia,9,83.0,74.0,8.222
signora,1,66.0,65.0,65.0
nuova,5,85.0,80.0,16.0
zelanda,1,74.0,73.0,73.0
australia,1,85.0,84.0,84.0
riverenza,4,95.0,91.0,22.75
parlava,14,90.0,76.0,5.429
figuratevi,3,78.0,75.0,25.0
casca,2,85.0,83.0,41.5
dite,7,78.0,71.0,10.143
potreste,1,87.0,86.0,86.0
farla,2,73.0,71.0,35.5
domanda,11,115.0,104.0,9.455
sciocca,3,105.0,102.0,34.0
forse,27,102.0,75.0,2.778
troverò,1,81.0,80.0,80.0
scritto,4,83.0,79.0,19.75
parte,8,83.0,75.0,9.375
colaggiù,2,103.0,101.0,50.5
cinguettare,1,93.0,92.0,92.0
dina,15,98.0,83.0,5.533
cercherà,1,66.0,65.0,65.0
stanotte,2,62.0,60.0,30.0
gatta,4,46.0,42.0,10.5
spero,3,90.0,87.0,29.0
rammenteranno,1,76.0,75.0,75.0
darle,1,55.0,54.0,54.0
piattino,1,74.0,73.0,73.0
