Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
chapter,12,37.0,25.0,2.083
rabbit,51,97.0,46.0,0.902
hole,5,69.0,64.0,12.8
alice,397,481.0,84.0,0.212
beginning,14,66.0,52.0,3.714
get,46,109.0,63.0,1.37
tired,7,55.0,48.0,6.857
sitting,10,52.0,42.0,4.2
sister,9,50.0,41.0,4.556
bank,3,44.0,41.0,13.667
nothing,34,86.0,52.0,1.529
twice,5,62.0,57.0,11.4
peeped,3,47.0,44.0,14.667
book,11,82.0,71.0,6.455
reading,3,61.0,58.0,19.333
pictures,4,57.0,53.0,13.25
conversations,2,56.0,54.0,27.0
use,18,120.0,102.0,5.667
thought,74,131.0,57.0,0.77
without,26,74.0,48.0,1.846
considering,3,119.0,116.0,38.667
mind,11,34.0,23.0,2.091
well,63,131.0,68.0,1.079
hot,7,44.0,37.0,5.286
day,29,79.0,50.0,1.724
made,30,96.0,66.0,2.2
feel,8,62.0,54.0,6.75
sleepy,5,52.0,47.0,9.4
stupid,6,49.0,43.0,7.167
whether,11,45.0,34.0,3.091
pleasure,2,63.0,61.0,30.5
making,8,62.0,54.0,6.75
daisy,1,52.0,51.0,51.0
chain,1,33.0,32.0,32.0
worth,4,63.0,59.0,14.75
trouble,6,99.0,93.0,15.5
getting,22,69.0,47.0,2.136
picking,2,69.0,67.0,33.5
daisies,1,30.0,29.0,29.0
suddenly,13,51.0,38.0,2.923
white,30,87.0,57.0,1.9
pink,1,55.0,54.0,54.0
eyes,29,79.0,50.0,1.724
ran,16,58.0,42.0,2.625
close,13,103.0,90.0,6.923
remarkable,2,53.0,51.0,25.5
think,53,110.0,57.0,1.075
much,51,101.0,50.0,0.98
way,56,125.0,69.0,1.232
hear,14,51.0,37.0,2.643
say,51,111.0,60.0,1.176
oh,45,96.0,51.0,1.133
dear,29,99.0,70.0,2.414
shall,25,130.0,105.0,4.2
late,6,70.0,64.0,10.667
afterwards,2,45.0,43.0,21.5
occurred,2,39.0,37.0,18.5
wondered,1,62.0,61.0,61.0
time,71,119.0,48.0,0.676
seemed,27,58.0,31.0,1.148
quite,55,105.0,50.0,0.909
natural,4,60.0,56.0,14.0
actually,1,73.0,72.0,72.0
took,24,92.0,68.0,2.833
watch,8,69.0,61.0,7.625
waistcoat,2,78.0,76.0,38.0
pocket,7,56.0,49.0,7.0
looked,45,127.0,82.0,1.822
hurried,11,68.0,57.0,5.182
started,2,58.0,56.0,28.0
feet,19,144.0,125.0,6.579
flashed,1,45.0,44.0,44.0
across,5,79.0,74.0,14.8
never,48,176.0,128.0,2.667
seen,15,92.0,77.0,5.133
either,10,131.0,121.0,12.1
take,22,95.0,73.0,3.318
burning,1,53.0,52.0,52.0
curiosity,5,109.0,104.0,20.8
field,1,62.0,61.0,61.0
fortunately,1,57.0,56.0,56.0
just,52,125.0,73.0,1.404
see,67,135.0,68.0,1.015
pop,1,44.0,43.0,43.0
large,33,128.0,95.0,2.879
hedge,2,94.0,92.0,46.0
another,22,125.0,103.0,4.682
moment,31,125.0,94.0,3.032
went,83,132.0,49.0,0.59
world,7,45.0,38.0,5.429
straight,2,73.0,71.0,35.5
like,85,157.0,72.0,0.847
tunnel,1,44.0,43.0,43.0
dipped,2,78.0,76.0,38.0
stopping,1,51.0,50.0,50.0
found,32,81.0,49.0,1.531
falling,2,98.0,96.0,48.0
deep,7,48.0,41.0,5.857
fell,6,96.0,90.0,15.0
slowly,8,47.0,39.0,4.875
plenty,2,77.0,75.0,37.5
look,29,65.0,36.0,1.241
wonder,18,66.0,48.0,2.667
going,27,76.0,49.0,1.815
happen,8,72.0,64.0,8.0
next,30,123.0,93.0,3.1
first,51,113.0,62.0,1.216
tried,19,56.0,37.0,1.947
make,27,88.0,61.0,2.259
coming,9,78.0,69.0,7.667
dark,3,85.0,82.0,27.333
anything,20,89.0,69.0,3.45
sides,4,73.0,69.0,17.25
noticed,8,30.0,22.0,2.75
filled,3,107.0,104.0,34.667
cupboards,2,71.0,69.0,34.5
shelves,2,78.0,76.0,38.0
saw,14,60.0,46.0,3.286
maps,1,65.0,64.0,64.0
hung,1,52.0,51.0,51.0
upon,26,73.0,47.0,1.808
pegs,1,72.0,71.0,71.0
jar,2,63.0,61.0,30.5
one,104,190.0,86.0,0.827
passed,5,72.0,67.0,13.4
labelled,1,52.0,51.0,51.0
orange,1,58.0,57.0,57.0
marmalade,1,44.0,43.0,43.0
great,39,125.0,86.0,2.205
disappointment,1,40.0,39.0,39.0
empty,1,65.0,64.0,64.0
drop,1,52.0,51.0,51.0
fear,4,60.0,56.0,14.0
killing,1,69.0,68.0,68.0
somebody,7,54.0,47.0,6.714
managed,4,75.0,71.0,17.75
put,31,101.0,70.0,2.258
past,3,58.0,55.0,18.333
fall,7,55.0,48.0,6.857
tumbling,2,72.0,70.0,35.0
stairs,3,75.0,72.0,24.0
brave,1,89.0,88.0,88.0
ll,57,130.0,73.0,1.281
home,5,57.0,52.0,10.4
wouldn,13,88.0,75.0,5.769
even,19,66.0,47.0,2.474
top,8,86.0,78.0,9.75
house,18,105.0,87.0,4.833
likely,5,60.0,55.0,11.0
true,4,75.0,71.0,17.75
come,46,154.0,108.0,2.348
end,17,63.0,46.0,2.706
many,12,71.0,59.0,4.917
miles,3,51.0,48.0,16.0
ve,44,72.0,28.0,0.636
fallen,4,48.0,44.0,11.0
said,462,550.0,88.0,0.19
aloud,5,62.0,57.0,11.4
must,44,125.0,81.0,1.841
somewhere,3,60.0,57.0,19.0
near,15,102.0,87.0,5.8
centre,1,56.0,55.0,55.0
earth,4,100.0,96.0,24.0
let,22,77.0,55.0,2.5
four,8,89.0,81.0,10.125
thousand,2,82.0,80.0,40.0
learnt,2,40.0,38.0,19.0
several,4,99.0,95.0,23.75
things,31,94.0,63.0,2.032
sort,20,160.0,140.0,7.0
lessons,10,69.0,59.0,5.9
schoolroom,1,51.0,50.0,50.0
though,11,101.0,90.0,8.182
good,27,78.0,51.0,1.889
opportunity,8,80.0,72.0,9.0
showing,2,73.0,71.0,35.5
knowledge,3,45.0,42.0,14.0
listen,7,70.0,63.0,9.0
still,13,70.0,57.0,4.385
practice,1,57.0,56.0,56.0
yes,13,48.0,35.0,2.692
right,32,110.0,78.0,2.438
distance,8,113.0,105.0,13.125
latitude,2,68.0,66.0,33.0
longitude,2,77.0,75.0,37.5
got,45,122.0,77.0,1.711
idea,15,87.0,72.0,4.8
nice,6,89.0,83.0,13.833
grand,3,51.0,48.0,16.0
words,21,83.0,62.0,2.952
presently,2,144.0,142.0,71.0
began,58,115.0,57.0,0.983
funny,3,70.0,67.0,22.333
seem,8,88.0,80.0,10.0
among,12,68.0,56.0,4.667
people,13,105.0,92.0,7.077
walk,5,50.0,45.0,9.0
heads,10,54.0,44.0,4.4
downward,1,74.0,73.0,73.0
antipathies,1,94.0,93.0,93.0
rather,25,137.0,112.0,4.48
glad,11,65.0,54.0,4.909
listening,3,112.0,109.0,36.333
didn,14,87.0,73.0,5.214
sound,4,53.0,49.0,12.25
word,10,113.0,103.0,10.3
ask,11,58.0,47.0,4.273
name,10,86.0,76.0,7.6
