Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
chapitre,12,13.0,1.0,8.33
premier,8,14.0,6.0,75.0
fond,8,13.0,5.0,62.5
terrier,4,9.0,5.0,125.0
alice,395,404.0,9.0,2.28
assise,6,11.0,5.0,83.33
auprès,8,13.0,5.0,62.5
sœur,10,20.0,10.0,100.0
gazon,3,9.0,6.0,200.0
commençait,7,11.0,4.0,57.14
ennuyer,1,3.0,2.0,200.0
rester,7,10.0,3.0,42.86
rien,54,63.0,9.0,16.67
jeté,1,6.0,5.0,500.0
yeux,41,47.0,6.0,14.63
livre,6,17.0,11.0,183.33
lisait,2,14.0,12.0,600.0
quoi,25,29.0,4.0,16.0
images,3,9.0,6.0,200.0
dialogues,2,7.0,5.0,250.0
belle,9,13.0,4.0,44.44
avance,2,15.0,13.0,650.0
pensait,10,16.0,6.0,60.0
causeries,1,4.0,3.0,300.0
mise,2,7.0,5.0,250.0
réfléchir,4,16.0,12.0,300.0
tant,14,14.0,0.0,0.0
bien,219,224.0,5.0,2.28
mal,14,15.0,1.0,7.14
chaleur,1,5.0,4.0,400.0
jour,15,21.0,6.0,40.0
endormait,1,10.0,9.0,900.0
rendait,1,5.0,4.0,400.0
lourde,1,14.0,13.0,1300.0
demandant,3,10.0,7.0,233.33
plaisir,6,10.0,4.0,66.67
couronne,4,11.0,7.0,175.0
marguerites,1,7.0,6.0,600.0
valait,1,4.0,3.0,300.0
peine,20,25.0,5.0,25.0
lever,4,9.0,5.0,125.0
cueillir,1,8.0,7.0,700.0
fleurs,6,9.0,3.0,50.0
coup,19,23.0,4.0,21.05
lapin,51,58.0,7.0,13.73
blanc,23,28.0,5.0,21.74
roses,4,7.0,3.0,75.0
passa,7,9.0,2.0,28.57
près,33,37.0,4.0,12.12
étonnant,1,12.0,11.0,1100.0
trouva,27,32.0,5.0,18.52
extraordinaire,4,6.0,2.0,50.0
entendre,14,20.0,6.0,42.86
parler,23,31.0,8.0,34.78
disait,13,21.0,8.0,61.54
ah,15,17.0,2.0,13.33
arriverai,2,10.0,8.0,400.0
tard,7,20.0,13.0,185.71
songeant,1,6.0,5.0,500.0
après,29,34.0,5.0,17.24
sembla,2,4.0,2.0,100.0
dû,3,8.0,5.0,166.67
étonner,2,3.0,1.0,50.0
moment,18,24.0,6.0,33.33
paru,2,14.0,12.0,600.0
naturel,3,4.0,1.0,33.33
cependant,14,34.0,20.0,142.86
vint,5,8.0,3.0,60.0
tirer,5,16.0,11.0,220.0
montre,6,14.0,8.0,133.33
gousset,2,9.0,7.0,350.0
regarda,15,18.0,3.0,20.0
puis,51,60.0,9.0,17.65
prit,19,22.0,3.0,15.79
courir,9,14.0,5.0,55.56
plus,98,102.0,4.0,4.08
sauta,2,7.0,5.0,250.0
pieds,26,32.0,6.0,23.08
frappée,2,4.0,2.0,100.0
idée,17,20.0,3.0,17.65
jamais,45,55.0,10.0,22.22
entraînée,1,3.0,2.0,200.0
curiosité,5,7.0,2.0,40.0
élança,1,10.0,9.0,900.0
traces,1,6.0,5.0,500.0
travers,8,14.0,6.0,75.0
champ,2,8.0,6.0,300.0
arriva,5,8.0,3.0,60.0
temps,50,55.0,5.0,10.0
voir,33,33.0,0.0,0.0
disparaître,4,15.0,11.0,275.0
large,5,10.0,5.0,100.0
trou,5,8.0,3.0,60.0
pied,11,13.0,2.0,18.18
haie,2,4.0,2.0,100.0
instant,19,23.0,4.0,21.05
poursuite,3,7.0,4.0,133.33
songer,2,6.0,4.0,200.0
sortirait,2,8.0,6.0,300.0
pendant,18,29.0,11.0,61.11
bout,19,20.0,1.0,5.26
chemin,11,20.0,9.0,81.82
allait,19,25.0,6.0,31.58
droit,8,8.0,0.0,0.0
tunnel,1,8.0,7.0,700.0
plongeait,1,7.0,6.0,600.0
perpendiculairement,1,12.0,11.0,1100.0
façon,7,10.0,3.0,42.86
brusque,3,11.0,8.0,266.67
sentit,5,7.0,2.0,40.0
tomber,6,15.0,9.0,150.0
puits,9,15.0,6.0,66.67
grande,28,38.0,10.0,35.71
profondeur,2,7.0,5.0,250.0
pensé,1,8.0,7.0,700.0
retenir,3,6.0,3.0,100.0
choses,19,20.0,1.0,5.26
vraiment,14,16.0,2.0,14.29
profond,6,11.0,5.0,83.33
tombait,1,4.0,3.0,300.0
doucement,7,15.0,8.0,114.29
loisir,1,4.0,3.0,300.0
chute,4,11.0,7.0,175.0
regarder,15,24.0,9.0,60.0
autour,22,34.0,12.0,54.55
demander,10,15.0,5.0,50.0
étonnement,5,10.0,5.0,100.0
devenir,3,11.0,8.0,266.67
abord,27,31.0,4.0,14.81
savoir,26,32.0,6.0,23.08
faisait,13,22.0,9.0,69.23
sombre,2,9.0,7.0,350.0
ensuite,7,9.0,2.0,28.57
porta,2,8.0,6.0,300.0
parois,1,12.0,11.0,1100.0
aperçut,14,17.0,3.0,21.43
garnies,2,6.0,4.0,200.0
armoires,2,6.0,4.0,200.0
étagères,1,4.0,3.0,300.0
çà,4,9.0,5.0,125.0
vit,10,12.0,2.0,20.0
pendues,2,9.0,7.0,350.0
clous,1,4.0,3.0,300.0
cartes,5,9.0,4.0,80.0
géographiques,1,2.0,1.0,100.0
passant,7,15.0,8.0,114.29
rayon,1,8.0,7.0,700.0
pot,3,5.0,2.0,66.67
confiture,1,8.0,7.0,700.0
portant,4,12.0,8.0,200.0
étiquette,2,7.0,5.0,250.0
marmelade,1,7.0,6.0,600.0
oranges,1,4.0,3.0,300.0
grand,31,42.0,11.0,35.48
regret,1,14.0,13.0,1300.0
vide,1,3.0,2.0,200.0
osait,2,8.0,6.0,300.0
laisser,3,3.0,0.0,0.0
crainte,1,23.0,22.0,2200.0
tuer,1,13.0,12.0,1200.0
quelqu,6,29.0,23.0,383.33
arrangea,1,6.0,5.0,500.0
manière,12,20.0,8.0,66.67
déposer,1,4.0,3.0,300.0
certes,5,7.0,2.0,40.0
dit,416,426.0,10.0,2.4
pareille,4,9.0,5.0,125.0
moquerai,1,6.0,5.0,500.0
dégringoler,1,7.0,6.0,600.0
escalier,3,4.0,1.0,33.33
trouver,15,20.0,5.0,33.33
brave,1,5.0,4.0,400.0
chez,8,10.0,2.0,25.0
tomberais,1,9.0,8.0,800.0
toits,1,9.0,8.0,800.0
ferais,1,7.0,6.0,600.0
plainte,1,5.0,4.0,400.0
probable,3,10.0,7.0,233.33
tombe,6,11.0,5.0,83.33
finira,1,6.0,5.0,500.0
curieuse,5,12.0,7.0,140.0
combien,7,22.0,15.0,214.29
milles,3,7.0,4.0,133.33
déjà,9,16.0,7.0,77.78
faits,2,5.0,3.0,150.0
centre,1,22.0,21.0,2100.0
terre,16,19.0,3.0,18.75
voyons,6,15.0,9.0,150.0
quatre,10,20.0,10.0,100.0
mille,6,9.0,3.0,50.0
semble,7,10.0,3.0,42.86
voyez,7,10.0,3.0,42.86
appris,3,11.0,8.0,266.67
leçons,11,17.0,6.0,54.55
bonne,16,22.0,6.0,37.5
occasion,6,12.0,6.0,100.0
parade,1,6.0,5.0,500.0
point,10,14.0,4.0,40.0
auditeur,1,11.0,10.0,1000.0
exercice,1,8.0,7.0,700.0
répéter,8,11.0,3.0,37.5
leçon,2,3.0,1.0,50.0
oui,15,19.0,4.0,26.67
degré,1,9.0,8.0,800.0
latitude,2,4.0,2.0,100.0
longitude,2,12.0,10.0,500.0
trouve,3,6.0,3.0,100.0
moindre,10,16.0,6.0,60.0
voulait,5,12.0,7.0,140.0
dire,60,65.0,5.0,8.33
grands,8,14.0,6.0,75.0
mots,23,28.0,5.0,21.74
paraissaient,1,4.0,3.0,300.0
beaux,1,6.0,5.0,500.0
