Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
chapter,12,16.0,4.0,33.33
rabbit,51,60.0,9.0,17.65
hole,5,12.0,7.0,140.0
alice,397,402.0,5.0,1.26
beginning,14,20.0,6.0,42.86
get,46,59.0,13.0,28.26
tired,7,28.0,21.0,300.0
sitting,10,27.0,17.0,170.0
sister,9,12.0,3.0,33.33
bank,3,11.0,8.0,266.67
nothing,34,37.0,3.0,8.82
twice,5,10.0,5.0,100.0
peeped,3,13.0,10.0,333.33
book,11,16.0,5.0,45.45
reading,3,13.0,10.0,333.33
pictures,4,8.0,4.0,100.0
conversations,2,8.0,6.0,300.0
use,18,24.0,6.0,33.33
thought,74,82.0,8.0,10.81
without,26,36.0,10.0,38.46
considering,3,13.0,10.0,333.33
mind,11,19.0,8.0,72.73
well,63,68.0,5.0,7.94
hot,7,9.0,2.0,28.57
day,29,32.0,3.0,10.34
made,30,70.0,40.0,133.33
feel,8,17.0,9.0,112.5
sleepy,5,8.0,3.0,60.0
stupid,6,16.0,10.0,166.67
whether,11,12.0,1.0,9.09
pleasure,2,22.0,20.0,1000.0
making,8,27.0,19.0,237.5
daisy,1,4.0,3.0,300.0
chain,1,8.0,7.0,700.0
worth,4,20.0,16.0,400.0
trouble,6,26.0,20.0,333.33
getting,22,30.0,8.0,36.36
picking,2,10.0,8.0,400.0
daisies,1,9.0,8.0,800.0
suddenly,13,31.0,18.0,138.46
white,30,31.0,1.0,3.33
pink,1,12.0,11.0,1100.0
eyes,29,33.0,4.0,13.79
ran,16,22.0,6.0,37.5
close,13,28.0,15.0,115.38
remarkable,2,12.0,10.0,500.0
think,53,59.0,6.0,11.32
much,51,54.0,3.0,5.88
way,56,62.0,6.0,10.71
hear,14,17.0,3.0,21.43
say,51,59.0,8.0,15.69
oh,45,50.0,5.0,11.11
dear,29,41.0,12.0,41.38
shall,25,36.0,11.0,44.0
late,6,7.0,1.0,16.67
afterwards,2,7.0,5.0,250.0
occurred,2,14.0,12.0,600.0
wondered,1,5.0,4.0,400.0
time,71,84.0,13.0,18.31
seemed,27,36.0,9.0,33.33
quite,55,65.0,10.0,18.18
natural,4,29.0,25.0,625.0
actually,1,13.0,12.0,1200.0
took,24,27.0,3.0,12.5
watch,8,14.0,6.0,75.0
waistcoat,2,4.0,2.0,100.0
pocket,7,27.0,20.0,285.71
looked,45,52.0,7.0,15.56
hurried,11,26.0,15.0,136.36
started,2,10.0,8.0,400.0
feet,19,25.0,6.0,31.58
flashed,1,14.0,13.0,1300.0
across,5,21.0,16.0,320.0
never,48,66.0,18.0,37.5
seen,15,20.0,5.0,33.33
either,10,14.0,4.0,40.0
take,22,28.0,6.0,27.27
burning,1,9.0,8.0,800.0
curiosity,5,9.0,4.0,80.0
field,1,7.0,6.0,600.0
fortunately,1,4.0,3.0,300.0
just,52,65.0,13.0,25.0
see,67,72.0,5.0,7.46
pop,1,14.0,13.0,1300.0
large,33,35.0,2.0,6.06
hedge,2,12.0,10.0,500.0
another,22,24.0,2.0,9.09
moment,31,34.0,3.0,9.68
went,83,105.0,22.0,26.51
world,7,13.0,6.0,85.71
straight,2,10.0,8.0,400.0
like,85,94.0,9.0,10.59
tunnel,1,3.0,2.0,200.0
dipped,2,12.0,10.0,500.0
stopping,1,9.0,8.0,800.0
found,32,39.0,7.0,21.88
falling,2,11.0,9.0,450.0
deep,7,10.0,3.0,42.86
fell,6,13.0,7.0,116.67
slowly,8,16.0,8.0,100.0
plenty,2,12.0,10.0,500.0
look,29,36.0,7.0,24.14
wonder,18,28.0,10.0,55.56
going,27,47.0,20.0,74.07
happen,8,18.0,10.0,125.0
next,30,34.0,4.0,13.33
first,51,54.0,3.0,5.88
tried,19,29.0,10.0,52.63
make,27,33.0,6.0,22.22
coming,9,11.0,2.0,22.22
dark,3,16.0,13.0,433.33
anything,20,30.0,10.0,50.0
sides,4,13.0,9.0,225.0
noticed,8,18.0,10.0,125.0
filled,3,22.0,19.0,633.33
cupboards,2,11.0,9.0,450.0
shelves,2,8.0,6.0,300.0
saw,14,33.0,19.0,135.71
maps,1,7.0,6.0,600.0
hung,1,12.0,11.0,1100.0
upon,26,36.0,10.0,38.46
pegs,1,3.0,2.0,200.0
jar,2,8.0,6.0,300.0
one,104,109.0,5.0,4.81
passed,5,23.0,18.0,360.0
labelled,1,10.0,9.0,900.0
orange,1,16.0,15.0,1500.0
marmalade,1,6.0,5.0,500.0
great,39,48.0,9.0,23.08
disappointment,1,16.0,15.0,1500.0
empty,1,7.0,6.0,600.0
drop,1,9.0,8.0,800.0
fear,4,13.0,9.0,225.0
killing,1,13.0,12.0,1200.0
somebody,7,22.0,15.0,214.29
managed,4,21.0,17.0,425.0
put,31,34.0,3.0,9.68
past,3,28.0,25.0,833.33
fall,7,15.0,8.0,114.29
tumbling,2,8.0,6.0,300.0
stairs,3,11.0,8.0,266.67
brave,1,7.0,6.0,600.0
ll,57,71.0,14.0,24.56
home,5,12.0,7.0,140.0
wouldn,13,18.0,5.0,38.46
even,19,23.0,4.0,21.05
top,8,30.0,22.0,275.0
house,18,31.0,13.0,72.22
likely,5,22.0,17.0,340.0
true,4,4.0,0.0,0.0
come,46,46.0,0.0,0.0
end,17,39.0,22.0,129.41
many,12,26.0,14.0,116.67
miles,3,8.0,5.0,166.67
ve,44,68.0,24.0,54.55
fallen,4,10.0,6.0,150.0
said,462,472.0,10.0,2.16
aloud,5,19.0,14.0,280.0
must,44,50.0,6.0,13.64
somewhere,3,8.0,5.0,166.67
near,15,23.0,8.0,53.33
centre,1,14.0,13.0,1300.0
earth,4,11.0,7.0,175.0
let,22,23.0,1.0,4.55
four,8,19.0,11.0,137.5
thousand,2,13.0,11.0,550.0
learnt,2,6.0,4.0,200.0
several,4,17.0,13.0,325.0
things,31,35.0,4.0,12.9
sort,20,24.0,4.0,20.0
lessons,10,22.0,12.0,120.0
schoolroom,1,8.0,7.0,700.0
though,11,23.0,12.0,109.09
good,27,39.0,12.0,44.44
opportunity,8,32.0,24.0,300.0
showing,2,10.0,8.0,400.0
knowledge,3,14.0,11.0,366.67
listen,7,17.0,10.0,142.86
still,13,24.0,11.0,84.62
practice,1,9.0,8.0,800.0
yes,13,16.0,3.0,23.08
