Key,All,Sketch,SketchMeanAbsEr,SketchMeanRelEr
erstes,1,12.0,11.0,1100.0
kapitel,12,15.0,3.0,25.0
hinunter,14,18.0,4.0,28.57
kaninchenbau,3,7.0,4.0,133.33
alice,388,393.0,5.0,1.29
fing,47,51.0,4.0,8.51
langweilen,1,4.0,3.0,300.0
saß,14,21.0,7.0,50.0
schon,24,26.0,2.0,8.33
lange,19,26.0,7.0,36.84
schwester,10,21.0,11.0,110.0
ufer,5,9.0,4.0,80.0
thun,24,32.0,8.0,33.33
buch,3,11.0,8.0,266.67
las,3,7.0,4.0,133.33
gefiel,4,6.0,2.0,50.0
weder,4,6.0,2.0,50.0
bilder,3,10.0,7.0,233.33
gespräche,2,6.0,4.0,200.0
darin,12,15.0,3.0,25.0
nützen,3,4.0,1.0,33.33
bücher,1,7.0,6.0,600.0
dachte,65,72.0,7.0,10.77
überlegte,5,11.0,6.0,120.0
eben,31,36.0,5.0,16.13
gut,31,39.0,8.0,25.81
ging,26,31.0,5.0,19.23
schläfrig,3,9.0,6.0,200.0
dumm,4,9.0,5.0,125.0
hitze,1,7.0,6.0,600.0
mühe,8,16.0,8.0,100.0
werth,5,10.0,5.0,100.0
sei,35,37.0,2.0,5.71
aufzustehen,1,8.0,7.0,700.0
gänseblümchen,1,5.0,4.0,400.0
pflücken,1,9.0,8.0,800.0
kette,1,5.0,4.0,400.0
plötzlich,12,13.0,1.0,8.33
weißes,1,4.0,3.0,300.0
kaninchen,44,52.0,8.0,18.18
rothen,3,4.0,1.0,33.33
augen,25,34.0,9.0,36.0
dicht,13,13.0,0.0,0.0
vorbeirannte,1,7.0,6.0,600.0
grade,1,5.0,4.0,400.0
merkwürdig,3,11.0,8.0,266.67
fand,22,23.0,1.0,4.55
außerordentlich,1,7.0,6.0,600.0
sagen,33,39.0,6.0,18.18
hörte,25,31.0,6.0,24.0
weh,9,14.0,5.0,55.56
spät,5,19.0,14.0,280.0
kommen,21,26.0,5.0,23.81
später,1,4.0,3.0,300.0
fiel,12,19.0,7.0,58.33
darüber,8,11.0,3.0,37.5
hätte,20,24.0,4.0,20.0
wundern,4,13.0,9.0,225.0
sollen,8,10.0,2.0,25.0
zeit,36,40.0,4.0,11.11
kam,39,46.0,7.0,17.95
ganz,82,82.0,0.0,0.0
natürlich,20,26.0,6.0,30.0
uhr,11,11.0,0.0,0.0
westentasche,2,6.0,4.0,200.0
zog,6,9.0,3.0,50.0
sah,47,51.0,4.0,8.51
eilig,9,14.0,5.0,55.56
fortlief,2,5.0,3.0,150.0
sprang,6,13.0,7.0,116.67
nie,25,28.0,3.0,12.0
vorgekommen,1,9.0,8.0,800.0
sehen,43,45.0,2.0,4.65
neugierde,3,9.0,6.0,200.0
brennend,1,7.0,6.0,600.0
rannte,9,16.0,7.0,77.78
grasplatz,1,6.0,5.0,500.0
rechten,9,16.0,7.0,77.78
großes,4,6.0,2.0,50.0
loch,2,4.0,2.0,100.0
hecke,2,5.0,3.0,150.0
schlüpfen,1,10.0,9.0,900.0
nächsten,15,20.0,5.0,33.33
augenblick,23,33.0,10.0,43.48
hineingesprungen,1,3.0,2.0,200.0
bedenken,1,6.0,5.0,500.0
welt,6,7.0,1.0,16.67
herauskommen,1,4.0,3.0,300.0
eingang,3,11.0,8.0,266.67
lief,10,18.0,8.0,80.0
erst,21,28.0,7.0,33.33
geradeaus,1,3.0,2.0,200.0
tunnel,1,8.0,7.0,700.0
abwärts,2,10.0,8.0,400.0
ehe,13,24.0,11.0,84.62
gedanken,7,8.0,1.0,14.29
fassen,2,6.0,4.0,200.0
konnte,51,57.0,6.0,11.76
schnell,35,43.0,8.0,22.86
festzuhalten,1,5.0,4.0,400.0
fühlte,7,11.0,4.0,57.14
schien,20,24.0,4.0,20.0
tiefen,3,4.0,1.0,33.33
brunnen,6,7.0,1.0,16.67
entweder,3,6.0,3.0,100.0
mußte,10,15.0,5.0,50.0
tief,9,18.0,9.0,100.0
langsam,8,14.0,6.0,75.0
genug,24,30.0,6.0,25.0
beim,6,7.0,1.0,16.67
fallen,7,16.0,9.0,128.57
umzusehen,3,6.0,3.0,100.0
wohl,45,50.0,5.0,11.11
geschehen,6,8.0,2.0,33.33
zuerst,15,15.0,0.0,0.0
versuchte,12,17.0,5.0,41.67
wissen,21,26.0,5.0,23.81
wohin,5,12.0,7.0,140.0
käme,2,5.0,3.0,150.0
dunkel,2,5.0,3.0,150.0
erkennen,1,2.0,1.0,100.0
besah,1,5.0,4.0,400.0
wände,1,2.0,1.0,100.0
brunnens,1,6.0,5.0,500.0
bemerkte,14,19.0,5.0,35.71
küchenschränken,1,8.0,7.0,700.0
bücherbrettern,1,11.0,10.0,1000.0
bedeckt,2,7.0,5.0,250.0
erblickte,3,10.0,7.0,233.33
landkarten,1,5.0,4.0,400.0
haken,1,6.0,5.0,500.0
aufgehängt,2,6.0,4.0,200.0
nahm,17,21.0,4.0,23.53
vorbeifallen,1,5.0,4.0,400.0
bretter,1,4.0,3.0,300.0
töpfchen,1,5.0,4.0,400.0
aufschrift,1,3.0,2.0,200.0
eingemachte,1,9.0,8.0,800.0
apfelsinen,1,6.0,5.0,500.0
großen,17,22.0,5.0,29.41
verdruß,3,5.0,2.0,66.67
leer,1,12.0,11.0,1100.0
lassen,11,14.0,3.0,27.27
furcht,3,4.0,1.0,33.33
jemand,8,11.0,3.0,37.5
tödten,1,12.0,11.0,1100.0
gelang,4,12.0,8.0,200.0
schrank,1,7.0,6.0,600.0
vorbeikam,1,2.0,1.0,100.0
schieben,2,13.0,11.0,550.0
fall,14,17.0,3.0,21.43
daraus,3,6.0,3.0,100.0
treppe,3,6.0,3.0,100.0
stolpere,1,8.0,7.0,700.0
muthig,1,8.0,7.0,700.0
haus,8,10.0,2.0,25.0
finden,9,19.0,10.0,111.11
redens,1,1.0,0.0,0.0
dachspitze,1,3.0,2.0,200.0
fiele,1,6.0,5.0,500.0
wahrscheinlich,6,11.0,5.0,83.33
endigen,1,7.0,6.0,600.0
viele,4,6.0,2.0,50.0
meilen,3,4.0,1.0,33.33
gefallen,9,18.0,9.0,100.0
sagte,361,367.0,6.0,1.66
laut,18,23.0,5.0,27.78
muß,27,29.0,2.0,7.41
ungefähr,14,18.0,4.0,28.57
mittelpunkt,1,6.0,5.0,500.0
erde,4,8.0,4.0,100.0
laß,13,17.0,4.0,30.77
wären,2,6.0,4.0,200.0
achthundert,1,2.0,1.0,100.0
funfzig,1,3.0,2.0,200.0
glaube,20,27.0,7.0,35.0
müßt,3,17.0,14.0,466.67
dergleichen,4,8.0,4.0,100.0
schule,7,16.0,9.0,128.57
gelernt,2,5.0,3.0,150.0
obgleich,9,13.0,4.0,44.44
gute,7,10.0,3.0,42.86
gelegenheit,8,14.0,6.0,75.0
kenntnisse,2,6.0,4.0,200.0
zeigen,5,7.0,2.0,40.0
niemand,11,14.0,3.0,27.27
zuhören,2,7.0,5.0,250.0
übte,1,4.0,3.0,300.0
dabei,23,30.0,7.0,30.43
ja,47,49.0,2.0,4.26
entfernung,6,8.0,2.0,33.33
länge,1,7.0,6.0,600.0
breitegrade,1,2.0,1.0,100.0
gekommen,8,14.0,6.0,75.0
mag,12,22.0,10.0,83.33
geringsten,4,11.0,7.0,175.0
begriff,3,8.0,5.0,166.67
längegrad,1,13.0,12.0,1200.0
breitegrad,1,5.0,4.0,400.0
klangen,1,11.0,10.0,1000.0
worte,15,20.0,5.0,33.33
großartig,1,6.0,5.0,500.0
nett,4,10.0,6.0,150.0
bald,20,24.0,4.0,20.0
komisch,9,20.0,11.0,122.22
leuten,2,6.0,4.0,200.0
heraus,7,10.0,3.0,42.86
kopfe,7,12.0,5.0,71.43
gehen,23,27.0,4.0,17.39
antipathien,1,5.0,4.0,400.0
diesmal,10,13.0,3.0,30.0
lieb,3,7.0,4.0,133.33
zuhörte,4,9.0,5.0,125.0
wort,10,12.0,2.0,20.0
klang,4,8.0,4.0,100.0
gar,37,40.0,3.0,8.11
recht,22,25.0,3.0,13.64
fragen,9,10.0,1.0,11.11
müssen,12,18.0,6.0,50.0
land,4,8.0,4.0,100.0
heißt,4,4.0,0.0,0.0
bitte,15,19.0,4.0,26.67
liebe,14,18.0,4.0,28.57
dame,2,12.0,10.0,500.0
neu,1,8.0,7.0,700.0
seeland,1,2.0,1.0,100.0
australien,1,6.0,5.0,500.0
knixen,2,6.0,4.0,200.0
denkt,2,13.0,11.0,550.0
luft,10,17.0,7.0,70.0
fällt,2,6.0,4.0,200.0
könntet,2,11.0,9.0,450.0
fertig,9,17.0,8.0,88.89
kriegen,1,3.0,2.0,200.0
